"mun";"year";"transfer";"fpm";"codibge";"siafi"
"Cacimba de Areia";"2012";"FPM";"4791429,37";"2503407";"1969"
"Cacimba de Areia";"2013";"FPM";"5136700,09";"2503407";"1969"
"Cacimba de Areia";"2014";"FPM";"5556370,74";"2503407";"1969"
"Cacimba de Areia";"2015";"FPM";"5917452,85";"2503407";"1969"
"Cacimba de Areia";"2016";"FPM";"6884603,08";"2503407";"1969"
"Cacimba de Areia";"2017";"FPM";"6667691,08";"2503407";"1969"
"Cacimba de Areia";"2018";"FPM";"7114641,90";"2503407";"1969"
"Cacimba de Dentro";"2012";"FPM";"7985715,42";"2503506";"1971"
"Cacimba de Dentro";"2013";"FPM";"8561166,61";"2503506";"1971"
"Cacimba de Dentro";"2014";"FPM";"11112741,28";"2503506";"1971"
"Cacimba de Dentro";"2015";"FPM";"11834905,39";"2503506";"1971"
"Cacimba de Dentro";"2016";"FPM";"13769205,80";"2503506";"1971"
"Cacimba de Dentro";"2017";"FPM";"13335381,92";"2503506";"1971"
"Cacimba de Dentro";"2018";"FPM";"14229283,50";"2503506";"1971"
"Cacimbas";"2012";"FPM";"4791429,37";"2503555";"460"
"Cacimbas";"2013";"FPM";"5136700,09";"2503555";"460"
"Cacimbas";"2014";"FPM";"5556370,74";"2503555";"460"
"Cacimbas";"2015";"FPM";"5917452,85";"2503555";"460"
"Cacimbas";"2016";"FPM";"6884603,08";"2503555";"460"
"Cacimbas";"2017";"FPM";"6667691,08";"2503555";"460"
"Cacimbas";"2018";"FPM";"7114641,90";"2503555";"460"
"Caiçara";"2012";"FPM";"4791429,37";"2503605";"1973"
"Caiçara";"2013";"FPM";"5136700,09";"2503605";"1973"
"Caiçara";"2014";"FPM";"5556370,74";"2503605";"1973"
"Caiçara";"2015";"FPM";"5917452,85";"2503605";"1973"
"Caiçara";"2016";"FPM";"6884603,08";"2503605";"1973"
"Caiçara";"2017";"FPM";"6667691,08";"2503605";"1973"
"Caiçara";"2018";"FPM";"7114641,90";"2503605";"1973"
"Cajazeiras";"2012";"FPM";"17568573,54";"2503704";"1975"
"Cajazeiras";"2013";"FPM";"18834566,26";"2503704";"1975"
"Cajazeiras";"2014";"FPM";"20373358,74";"2503704";"1975"
"Cajazeiras";"2015";"FPM";"21697326,31";"2503704";"1975"
"Cajazeiras";"2016";"FPM";"27538411,29";"2503704";"1975"
"Cajazeiras";"2017";"FPM";"26670763,48";"2503704";"1975"
"Cajazeiras";"2018";"FPM";"28458566,56";"2503704";"1975"
"Cajazeirinhas";"2012";"FPM";"4791429,37";"2503753";"462"
"Cajazeirinhas";"2013";"FPM";"5136700,09";"2503753";"462"
"Cajazeirinhas";"2014";"FPM";"5556370,74";"2503753";"462"
"Cajazeirinhas";"2015";"FPM";"5917452,85";"2503753";"462"
"Cajazeirinhas";"2016";"FPM";"6884603,08";"2503753";"462"
"Cajazeirinhas";"2017";"FPM";"6667691,08";"2503753";"462"
"Cajazeirinhas";"2018";"FPM";"7114641,90";"2503753";"462"
"Caldas Brandão";"2012";"FPM";"4791429,37";"2503803";"1977"
"Caldas Brandão";"2013";"FPM";"5136700,09";"2503803";"1977"
"Caldas Brandão";"2014";"FPM";"5556370,74";"2503803";"1977"
"Caldas Brandão";"2015";"FPM";"5917452,85";"2503803";"1977"
"Caldas Brandão";"2016";"FPM";"6884603,08";"2503803";"1977"
"Caldas Brandão";"2017";"FPM";"6667691,08";"2503803";"1977"
"Caldas Brandão";"2018";"FPM";"7114641,90";"2503803";"1977"
"Camalaú";"2012";"FPM";"4791429,37";"2503902";"1979"
"Camalaú";"2013";"FPM";"5136700,09";"2503902";"1979"
"Camalaú";"2014";"FPM";"5556370,74";"2503902";"1979"
"Camalaú";"2015";"FPM";"5917452,85";"2503902";"1979"
"Camalaú";"2016";"FPM";"6884603,08";"2503902";"1979"
"Camalaú";"2017";"FPM";"6667691,08";"2503902";"1979"
"Camalaú";"2018";"FPM";"7114641,90";"2503902";"1979"
"Campina Grande";"2012";"FPM";"59725302,90";"2504009";"1981"
"Campina Grande";"2013";"FPM";"63877116,86";"2504009";"1981"
"Campina Grande";"2014";"FPM";"68301019,96";"2504009";"1981"
"Campina Grande";"2015";"FPM";"71891887,86";"2504009";"1981"
"Campina Grande";"2016";"FPM";"83600979,55";"2504009";"1981"
"Campina Grande";"2017";"FPM";"73847496,76";"2504009";"1981"
"Campina Grande";"2018";"FPM";"78813229,91";"2504009";"1981"
"Capim";"2012";"FPM";"4791429,37";"2504033";"464"
"Capim";"2013";"FPM";"5136700,09";"2504033";"464"
"Capim";"2014";"FPM";"5556370,74";"2504033";"464"
"Capim";"2015";"FPM";"5917452,85";"2504033";"464"
"Capim";"2016";"FPM";"6884603,08";"2504033";"464"
"Capim";"2017";"FPM";"6667691,08";"2504033";"464"
"Capim";"2018";"FPM";"7114641,90";"2504033";"464"
"Caraúbas";"2012";"FPM";"4791429,37";"2504074";"466"
"Caraúbas";"2013";"FPM";"5136700,09";"2504074";"466"
"Caraúbas";"2014";"FPM";"5556370,74";"2504074";"466"
"Caraúbas";"2015";"FPM";"5917452,85";"2504074";"466"
"Caraúbas";"2016";"FPM";"6884603,08";"2504074";"466"
"Caraúbas";"2017";"FPM";"6667691,08";"2504074";"466"
"Caraúbas";"2018";"FPM";"7114641,90";"2504074";"466"
"Carrapateira";"2012";"FPM";"4791429,37";"2504108";"1983"
"Carrapateira";"2013";"FPM";"5136700,09";"2504108";"1983"
"Carrapateira";"2014";"FPM";"5556370,74";"2504108";"1983"
"Carrapateira";"2015";"FPM";"5917452,85";"2504108";"1983"
"Carrapateira";"2016";"FPM";"6884603,08";"2504108";"1983"
"Carrapateira";"2017";"FPM";"6667691,08";"2504108";"1983"
"Carrapateira";"2018";"FPM";"7114641,90";"2504108";"1983"
"Casserengue";"2012";"FPM";"4791429,37";"2504157";"468"
"Casserengue";"2013";"FPM";"5136700,09";"2504157";"468"
"Casserengue";"2014";"FPM";"5556370,74";"2504157";"468"
"Casserengue";"2015";"FPM";"5917452,85";"2504157";"468"
"Casserengue";"2016";"FPM";"6884603,08";"2504157";"468"
"Casserengue";"2017";"FPM";"6667691,08";"2504157";"468"
"Casserengue";"2018";"FPM";"7114641,90";"2504157";"468"
"Catingueira";"2012";"FPM";"4791429,37";"2504207";"1985"
"Catingueira";"2013";"FPM";"5136700,09";"2504207";"1985"
"Catingueira";"2014";"FPM";"5556370,74";"2504207";"1985"
"Catingueira";"2015";"FPM";"5917452,85";"2504207";"1985"
"Catingueira";"2016";"FPM";"6884603,08";"2504207";"1985"
"Catingueira";"2017";"FPM";"6667691,08";"2504207";"1985"
"Catingueira";"2018";"FPM";"7114641,90";"2504207";"1985"
"Catolé do Rocha";"2012";"FPM";"11180001,47";"2504306";"1987"
"Catolé do Rocha";"2013";"FPM";"11985633,18";"2504306";"1987"
"Catolé do Rocha";"2014";"FPM";"12964864,79";"2504306";"1987"
"Catolé do Rocha";"2015";"FPM";"13807389,58";"2504306";"1987"
"Catolé do Rocha";"2016";"FPM";"16064073,38";"2504306";"1987"
"Catolé do Rocha";"2017";"FPM";"15557945,52";"2504306";"1987"
"Catolé do Rocha";"2018";"FPM";"16600830,70";"2504306";"1987"
"Caturité";"2012";"FPM";"4791429,37";"2504355";"470"
"Caturité";"2013";"FPM";"5136700,09";"2504355";"470"
"Caturité";"2014";"FPM";"5556370,74";"2504355";"470"
"Caturité";"2015";"FPM";"5917452,85";"2504355";"470"
"Caturité";"2016";"FPM";"6884603,08";"2504355";"470"
"Caturité";"2017";"FPM";"6667691,08";"2504355";"470"
"Caturité";"2018";"FPM";"7114641,90";"2504355";"470"
"Conceição";"2012";"FPM";"9582858,49";"2504405";"1989"
"Conceição";"2013";"FPM";"10273399,92";"2504405";"1989"
"Conceição";"2014";"FPM";"11112741,28";"2504405";"1989"
"Conceição";"2015";"FPM";"11834905,39";"2504405";"1989"
"Conceição";"2016";"FPM";"13769205,80";"2504405";"1989"
"Conceição";"2017";"FPM";"13335381,92";"2504405";"1989"
"Conceição";"2018";"FPM";"14229283,50";"2504405";"1989"
"Condado";"2012";"FPM";"4791429,37";"2504504";"1991"
"Condado";"2013";"FPM";"5136700,09";"2504504";"1991"
"Condado";"2014";"FPM";"5556370,74";"2504504";"1991"
"Condado";"2015";"FPM";"5917452,85";"2504504";"1991"
"Condado";"2016";"FPM";"6884603,08";"2504504";"1991"
"Condado";"2017";"FPM";"6667691,08";"2504504";"1991"
"Condado";"2018";"FPM";"7114641,90";"2504504";"1991"
"Conde";"2012";"FPM";"9582858,49";"2504603";"1993"
"Conde";"2013";"FPM";"10273399,92";"2504603";"1993"
"Conde";"2014";"FPM";"11112741,28";"2504603";"1993"
"Conde";"2015";"FPM";"11834905,39";"2504603";"1993"
"Conde";"2016";"FPM";"16064073,38";"2504603";"1993"
"Conde";"2017";"FPM";"15557945,52";"2504603";"1993"
"Conde";"2018";"FPM";"16600830,70";"2504603";"1993"
"Congo";"2012";"FPM";"4791429,37";"2504702";"1995"
"Congo";"2013";"FPM";"5136700,09";"2504702";"1995"
"Congo";"2014";"FPM";"5556370,74";"2504702";"1995"
"Congo";"2015";"FPM";"5917452,85";"2504702";"1995"
"Congo";"2016";"FPM";"6884603,08";"2504702";"1995"
"Congo";"2017";"FPM";"6667691,08";"2504702";"1995"
"Congo";"2018";"FPM";"7114641,90";"2504702";"1995"
"Coremas";"2012";"FPM";"7985715,42";"2504801";"1997"
"Coremas";"2013";"FPM";"8561166,61";"2504801";"1997"
"Coremas";"2014";"FPM";"9260617,80";"2504801";"1997"
"Coremas";"2015";"FPM";"9862421,26";"2504801";"1997"
"Coremas";"2016";"FPM";"11474338,21";"2504801";"1997"
"Coremas";"2017";"FPM";"11112818,31";"2504801";"1997"
"Coremas";"2018";"FPM";"11857736,19";"2504801";"1997"
"Coxixola";"2012";"FPM";"4791429,37";"2504850";"472"
"Coxixola";"2013";"FPM";"5136700,09";"2504850";"472"
"Coxixola";"2014";"FPM";"5556370,74";"2504850";"472"
"Coxixola";"2015";"FPM";"5917452,85";"2504850";"472"
"Coxixola";"2016";"FPM";"6884603,08";"2504850";"472"
"Coxixola";"2017";"FPM";"6667691,08";"2504850";"472"
"Coxixola";"2018";"FPM";"7114641,90";"2504850";"472"
"Cruz do Espírito Santo";"2012";"FPM";"7985715,42";"2504900";"1999"
"Cruz do Espírito Santo";"2013";"FPM";"8561166,61";"2504900";"1999"
"Cruz do Espírito Santo";"2014";"FPM";"9260617,80";"2504900";"1999"
"Cruz do Espírito Santo";"2015";"FPM";"11834905,39";"2504900";"1999"
"Cruz do Espírito Santo";"2016";"FPM";"13769205,80";"2504900";"1999"
"Cruz do Espírito Santo";"2017";"FPM";"13335381,92";"2504900";"1999"
"Cruz do Espírito Santo";"2018";"FPM";"14229283,50";"2504900";"1999"
"Cubati";"2012";"FPM";"4791429,37";"2505006";"2001"
"Cubati";"2013";"FPM";"5136700,09";"2505006";"2001"
"Cubati";"2014";"FPM";"5556370,74";"2505006";"2001"
"Cubati";"2015";"FPM";"5917452,85";"2505006";"2001"
"Cubati";"2016";"FPM";"6884603,08";"2505006";"2001"
"Cubati";"2017";"FPM";"6667691,08";"2505006";"2001"
"Cubati";"2018";"FPM";"7114641,90";"2505006";"2001"
"Cuité";"2012";"FPM";"9582858,49";"2505105";"2003"
"Cuité";"2013";"FPM";"10273399,92";"2505105";"2003"
"Cuité";"2014";"FPM";"11112741,28";"2505105";"2003"
"Cuité";"2015";"FPM";"11834905,39";"2505105";"2003"
"Cuité";"2016";"FPM";"13769205,80";"2505105";"2003"
"Cuité";"2017";"FPM";"13335381,92";"2505105";"2003"
"Cuité";"2018";"FPM";"14229283,50";"2505105";"2003"
"Cuité de Mamanguape";"2012";"FPM";"4791429,37";"2505238";"474"
"Cuité de Mamanguape";"2013";"FPM";"5136700,09";"2505238";"474"
"Cuité de Mamanguape";"2014";"FPM";"5556370,74";"2505238";"474"
"Cuité de Mamanguape";"2015";"FPM";"5917452,85";"2505238";"474"
"Cuité de Mamanguape";"2016";"FPM";"6884603,08";"2505238";"474"
"Cuité de Mamanguape";"2017";"FPM";"6667691,08";"2505238";"474"
"Cuité de Mamanguape";"2018";"FPM";"7114641,90";"2505238";"474"
"Cuitegi";"2012";"FPM";"4791429,37";"2505204";"2005"
"Cuitegi";"2013";"FPM";"5136700,09";"2505204";"2005"
"Cuitegi";"2014";"FPM";"5556370,74";"2505204";"2005"
"Cuitegi";"2015";"FPM";"5917452,85";"2505204";"2005"
"Cuitegi";"2016";"FPM";"6884603,08";"2505204";"2005"
"Cuitegi";"2017";"FPM";"6667691,08";"2505204";"2005"
"Cuitegi";"2018";"FPM";"7114641,90";"2505204";"2005"
"Curral de Cima";"2012";"FPM";"4791429,37";"2505279";"476"
"Curral de Cima";"2013";"FPM";"5136700,09";"2505279";"476"
"Curral de Cima";"2014";"FPM";"5556370,74";"2505279";"476"
"Curral de Cima";"2015";"FPM";"5917452,85";"2505279";"476"
"Curral de Cima";"2016";"FPM";"6884603,08";"2505279";"476"
"Curral de Cima";"2017";"FPM";"6667691,08";"2505279";"476"
"Curral de Cima";"2018";"FPM";"7114641,90";"2505279";"476"
"Curral Velho";"2012";"FPM";"4791429,37";"2505303";"2007"
"Curral Velho";"2013";"FPM";"5136700,09";"2505303";"2007"
"Curral Velho";"2014";"FPM";"5556370,74";"2505303";"2007"
"Curral Velho";"2015";"FPM";"5917452,85";"2505303";"2007"
"Curral Velho";"2016";"FPM";"6884603,08";"2505303";"2007"
"Curral Velho";"2017";"FPM";"6667691,08";"2505303";"2007"
"Curral Velho";"2018";"FPM";"7114641,90";"2505303";"2007"
"Damião";"2012";"FPM";"4791429,37";"2505352";"478"
"Damião";"2013";"FPM";"5136700,09";"2505352";"478"
"Damião";"2014";"FPM";"5556370,74";"2505352";"478"
"Damião";"2015";"FPM";"5917452,85";"2505352";"478"
"Damião";"2016";"FPM";"6884603,08";"2505352";"478"
"Damião";"2017";"FPM";"6667691,08";"2505352";"478"
"Damião";"2018";"FPM";"7114641,90";"2505352";"478"
"Desterro";"2012";"FPM";"4791429,37";"2505402";"2009"
"Desterro";"2013";"FPM";"5136700,09";"2505402";"2009"
"Desterro";"2014";"FPM";"5556370,74";"2505402";"2009"
"Desterro";"2015";"FPM";"5917452,85";"2505402";"2009"
"Desterro";"2016";"FPM";"6884603,08";"2505402";"2009"
"Desterro";"2017";"FPM";"6667691,08";"2505402";"2009"
"Desterro";"2018";"FPM";"7114641,90";"2505402";"2009"
"Diamante";"2012";"FPM";"4791429,37";"2505600";"2013"
"Diamante";"2013";"FPM";"5136700,09";"2505600";"2013"
"Diamante";"2014";"FPM";"5556370,74";"2505600";"2013"
"Diamante";"2015";"FPM";"5917452,85";"2505600";"2013"
"Diamante";"2016";"FPM";"6884603,08";"2505600";"2013"
"Diamante";"2017";"FPM";"6667691,08";"2505600";"2013"
"Diamante";"2018";"FPM";"7114641,90";"2505600";"2013"
"Dona Inês";"2012";"FPM";"6388572,46";"2505709";"2015"
"Dona Inês";"2013";"FPM";"6848933,39";"2505709";"2015"
"Dona Inês";"2014";"FPM";"7408494,30";"2505709";"2015"
"Dona Inês";"2015";"FPM";"7889937,10";"2505709";"2015"
"Dona Inês";"2016";"FPM";"9179470,66";"2505709";"2015"
"Dona Inês";"2017";"FPM";"8890254,78";"2505709";"2015"
"Dona Inês";"2018";"FPM";"9486189,06";"2505709";"2015"
"Duas Estradas";"2012";"FPM";"4791429,37";"2505808";"2017"
"Duas Estradas";"2013";"FPM";"5136700,09";"2505808";"2017"
"Duas Estradas";"2014";"FPM";"5556370,74";"2505808";"2017"
"Duas Estradas";"2015";"FPM";"5917452,85";"2505808";"2017"
"Duas Estradas";"2016";"FPM";"6884603,08";"2505808";"2017"
"Duas Estradas";"2017";"FPM";"6667691,08";"2505808";"2017"
"Duas Estradas";"2018";"FPM";"7114641,90";"2505808";"2017"
"Emas";"2012";"FPM";"4791429,37";"2505907";"2019"
"Emas";"2013";"FPM";"5136700,09";"2505907";"2019"
"Emas";"2014";"FPM";"5556370,74";"2505907";"2019"
"Emas";"2015";"FPM";"5917452,85";"2505907";"2019"
"Emas";"2016";"FPM";"6884603,08";"2505907";"2019"
"Emas";"2017";"FPM";"6667691,08";"2505907";"2019"
"Emas";"2018";"FPM";"7114641,90";"2505907";"2019"
"Esperança";"2012";"FPM";"12777144,57";"2506004";"2021"
"Esperança";"2013";"FPM";"13697866,48";"2506004";"2021"
"Esperança";"2014";"FPM";"14816988,22";"2506004";"2021"
"Esperança";"2015";"FPM";"15779873,78";"2506004";"2021"
"Esperança";"2016";"FPM";"18358940,94";"2506004";"2021"
"Esperança";"2017";"FPM";"17780509,10";"2506004";"2021"
"Esperança";"2018";"FPM";"18972377,93";"2506004";"2021"
"Fagundes";"2012";"FPM";"6388572,46";"2506103";"2023"
"Fagundes";"2013";"FPM";"6848933,39";"2506103";"2023"
"Fagundes";"2014";"FPM";"7408494,30";"2506103";"2023"
"Fagundes";"2015";"FPM";"7889937,10";"2506103";"2023"
"Fagundes";"2016";"FPM";"9179470,66";"2506103";"2023"
"Fagundes";"2017";"FPM";"8890254,78";"2506103";"2023"
"Fagundes";"2018";"FPM";"9486189,06";"2506103";"2023"
"Frei Martinho";"2012";"FPM";"4791429,37";"2506202";"2025"
"Frei Martinho";"2013";"FPM";"5136700,09";"2506202";"2025"
"Frei Martinho";"2014";"FPM";"5556370,74";"2506202";"2025"
"Frei Martinho";"2015";"FPM";"5917452,85";"2506202";"2025"
"Frei Martinho";"2016";"FPM";"6884603,08";"2506202";"2025"
"Frei Martinho";"2017";"FPM";"6667691,08";"2506202";"2025"
"Frei Martinho";"2018";"FPM";"7114641,90";"2506202";"2025"
"Gado Bravo";"2012";"FPM";"4791429,37";"2506251";"480"
"Gado Bravo";"2013";"FPM";"5136700,09";"2506251";"480"
"Gado Bravo";"2014";"FPM";"5556370,74";"2506251";"480"
"Gado Bravo";"2015";"FPM";"5917452,85";"2506251";"480"
"Gado Bravo";"2016";"FPM";"6884603,08";"2506251";"480"
"Gado Bravo";"2017";"FPM";"6667691,08";"2506251";"480"
"Gado Bravo";"2018";"FPM";"7114641,90";"2506251";"480"
"Guarabira";"2012";"FPM";"17568573,54";"2506301";"2027"
"Guarabira";"2013";"FPM";"18834566,26";"2506301";"2027"
"Guarabira";"2014";"FPM";"20373358,74";"2506301";"2027"
"Guarabira";"2015";"FPM";"21697326,31";"2506301";"2027"
"Guarabira";"2016";"FPM";"25243543,74";"2506301";"2027"
"Guarabira";"2017";"FPM";"24448199,85";"2506301";"2027"
"Guarabira";"2018";"FPM";"26087019,36";"2506301";"2027"
"Gurinhém";"2012";"FPM";"7985715,42";"2506400";"2029"
"Gurinhém";"2013";"FPM";"8561166,61";"2506400";"2029"
"Gurinhém";"2014";"FPM";"9260617,80";"2506400";"2029"
"Gurinhém";"2015";"FPM";"9862421,26";"2506400";"2029"
"Gurinhém";"2016";"FPM";"11474338,21";"2506400";"2029"
"Gurinhém";"2017";"FPM";"11112818,31";"2506400";"2029"
"Gurinhém";"2018";"FPM";"11857736,19";"2506400";"2029"
"Gurjão";"2012";"FPM";"4791429,37";"2506509";"2031"
"Gurjão";"2013";"FPM";"5136700,09";"2506509";"2031"
"Gurjão";"2014";"FPM";"5556370,74";"2506509";"2031"
"Gurjão";"2015";"FPM";"5917452,85";"2506509";"2031"
"Gurjão";"2016";"FPM";"6884603,08";"2506509";"2031"
"Gurjão";"2017";"FPM";"6667691,08";"2506509";"2031"
"Gurjão";"2018";"FPM";"7114641,90";"2506509";"2031"
"Ibiara";"2012";"FPM";"4791429,37";"2506608";"2033"
"Ibiara";"2013";"FPM";"5136700,09";"2506608";"2033"
"Ibiara";"2014";"FPM";"5556370,74";"2506608";"2033"
"Ibiara";"2015";"FPM";"5917452,85";"2506608";"2033"
"Ibiara";"2016";"FPM";"6884603,08";"2506608";"2033"
"Ibiara";"2017";"FPM";"6667691,08";"2506608";"2033"
"Ibiara";"2018";"FPM";"7114641,90";"2506608";"2033"
"Igaracy";"2012";"FPM";"4791429,37";"2502607";"1953"
"Igaracy";"2013";"FPM";"5136700,09";"2502607";"1953"
"Igaracy";"2014";"FPM";"5556370,74";"2502607";"1953"
"Igaracy";"2015";"FPM";"5917452,85";"2502607";"1953"
"Igaracy";"2016";"FPM";"6884603,08";"2502607";"1953"
"Igaracy";"2017";"FPM";"6667691,08";"2502607";"1953"
"Igaracy";"2018";"FPM";"7114641,90";"2502607";"1953"
"Imaculada";"2012";"FPM";"6388572,46";"2506707";"2035"
"Imaculada";"2013";"FPM";"6848933,39";"2506707";"2035"
"Imaculada";"2014";"FPM";"7408494,30";"2506707";"2035"
"Imaculada";"2015";"FPM";"7889937,10";"2506707";"2035"
"Imaculada";"2016";"FPM";"9179470,66";"2506707";"2035"
"Imaculada";"2017";"FPM";"8890254,78";"2506707";"2035"
"Imaculada";"2018";"FPM";"9486189,06";"2506707";"2035"
"Ingá";"2012";"FPM";"9582858,49";"2506806";"2037"
"Ingá";"2013";"FPM";"10273399,92";"2506806";"2037"
"Ingá";"2014";"FPM";"11112741,28";"2506806";"2037"
"Ingá";"2015";"FPM";"11834905,39";"2506806";"2037"
"Ingá";"2016";"FPM";"13769205,80";"2506806";"2037"
"Ingá";"2017";"FPM";"13335381,92";"2506806";"2037"
"Ingá";"2018";"FPM";"14229283,50";"2506806";"2037"
"Itabaiana";"2012";"FPM";"11180001,47";"2506905";"2039"
"Itabaiana";"2013";"FPM";"11985633,18";"2506905";"2039"
"Itabaiana";"2014";"FPM";"12964864,79";"2506905";"2039"
"Itabaiana";"2015";"FPM";"13807389,58";"2506905";"2039"
"Itabaiana";"2016";"FPM";"16064073,38";"2506905";"2039"
"Itabaiana";"2017";"FPM";"15557945,52";"2506905";"2039"
"Itabaiana";"2018";"FPM";"16600830,70";"2506905";"2039"
"Itaporanga";"2012";"FPM";"9582858,49";"2507002";"2041"
"Itaporanga";"2013";"FPM";"10273399,92";"2507002";"2041"
"Itaporanga";"2014";"FPM";"12964864,79";"2507002";"2041"
"Itaporanga";"2015";"FPM";"13807389,58";"2507002";"2041"
"Itaporanga";"2016";"FPM";"16064073,38";"2507002";"2041"
"Itaporanga";"2017";"FPM";"15557945,52";"2507002";"2041"
"Itaporanga";"2018";"FPM";"16600830,70";"2507002";"2041"
"Itapororoca";"2012";"FPM";"9582858,49";"2507101";"2043"
"Itapororoca";"2013";"FPM";"10273399,92";"2507101";"2043"
"Itapororoca";"2014";"FPM";"11112741,28";"2507101";"2043"
"Itapororoca";"2015";"FPM";"11834905,39";"2507101";"2043"
"Itapororoca";"2016";"FPM";"13769205,80";"2507101";"2043"
"Itapororoca";"2017";"FPM";"13335381,92";"2507101";"2043"
"Itapororoca";"2018";"FPM";"14229283,50";"2507101";"2043"
"Itatuba";"2012";"FPM";"6388572,46";"2507200";"2045"
"Itatuba";"2013";"FPM";"6848933,39";"2507200";"2045"
"Itatuba";"2014";"FPM";"7408494,30";"2507200";"2045"
"Itatuba";"2015";"FPM";"7889937,10";"2507200";"2045"
"Itatuba";"2016";"FPM";"9179470,66";"2507200";"2045"
"Itatuba";"2017";"FPM";"8890254,78";"2507200";"2045"
"Itatuba";"2018";"FPM";"9486189,06";"2507200";"2045"
"Jacaraú";"2012";"FPM";"7985715,42";"2507309";"2047"
"Jacaraú";"2013";"FPM";"8561166,61";"2507309";"2047"
"Jacaraú";"2014";"FPM";"9260617,80";"2507309";"2047"
"Jacaraú";"2015";"FPM";"9862421,26";"2507309";"2047"
"Jacaraú";"2016";"FPM";"11474338,21";"2507309";"2047"
"Jacaraú";"2017";"FPM";"11112818,31";"2507309";"2047"
"Jacaraú";"2018";"FPM";"11857736,19";"2507309";"2047"
"Jericó";"2012";"FPM";"4791429,37";"2507408";"2049"
"Jericó";"2013";"FPM";"5136700,09";"2507408";"2049"
"Jericó";"2014";"FPM";"5556370,74";"2507408";"2049"
"Jericó";"2015";"FPM";"5917452,85";"2507408";"2049"
"Jericó";"2016";"FPM";"6884603,08";"2507408";"2049"
"Jericó";"2017";"FPM";"6667691,08";"2507408";"2049"
"Jericó";"2018";"FPM";"7114641,90";"2507408";"2049"
"João Pessoa";"2012";"FPM";"230028761,24";"2507507";"2051"
"João Pessoa";"2013";"FPM";"246385545,94";"2507507";"2051"
"João Pessoa";"2014";"FPM";"272549586,71";"2507507";"2051"
"João Pessoa";"2015";"FPM";"288847040,05";"2507507";"2051"
"João Pessoa";"2016";"FPM";"338604845,18";"2507507";"2051"
"João Pessoa";"2017";"FPM";"266785606,18";"2507507";"2051"
"João Pessoa";"2018";"FPM";"286119789,30";"2507507";"2051"
"Juarez Távora";"2012";"FPM";"4791429,37";"2507606";"2053"
"Juarez Távora";"2013";"FPM";"5136700,09";"2507606";"2053"
"Juarez Távora";"2014";"FPM";"5556370,74";"2507606";"2053"
"Juarez Távora";"2015";"FPM";"5917452,85";"2507606";"2053"
"Juarez Távora";"2016";"FPM";"6884603,08";"2507606";"2053"
"Juarez Távora";"2017";"FPM";"6667691,08";"2507606";"2053"
"Juarez Távora";"2018";"FPM";"7114641,90";"2507606";"2053"
"Juazeirinho";"2012";"FPM";"7985715,42";"2507705";"2055"
"Juazeirinho";"2013";"FPM";"10273399,92";"2507705";"2055"
"Juazeirinho";"2014";"FPM";"11112741,28";"2507705";"2055"
"Juazeirinho";"2015";"FPM";"11834905,39";"2507705";"2055"
"Juazeirinho";"2016";"FPM";"13769205,80";"2507705";"2055"
"Juazeirinho";"2017";"FPM";"13335381,92";"2507705";"2055"
"Juazeirinho";"2018";"FPM";"14229283,50";"2507705";"2055"
"Junco do Seridó";"2012";"FPM";"4791429,37";"2507804";"2057"
"Junco do Seridó";"2013";"FPM";"5136700,09";"2507804";"2057"
"Junco do Seridó";"2014";"FPM";"5556370,74";"2507804";"2057"
"Junco do Seridó";"2015";"FPM";"5917452,85";"2507804";"2057"
"Junco do Seridó";"2016";"FPM";"6884603,08";"2507804";"2057"
"Junco do Seridó";"2017";"FPM";"6667691,08";"2507804";"2057"
"Junco do Seridó";"2018";"FPM";"7114641,90";"2507804";"2057"
"Juripiranga";"2012";"FPM";"6388572,46";"2507903";"2059"
"Juripiranga";"2013";"FPM";"6848933,39";"2507903";"2059"
"Juripiranga";"2014";"FPM";"7408494,30";"2507903";"2059"
"Juripiranga";"2015";"FPM";"7889937,10";"2507903";"2059"
"Juripiranga";"2016";"FPM";"9179470,66";"2507903";"2059"
"Juripiranga";"2017";"FPM";"8890254,78";"2507903";"2059"
"Juripiranga";"2018";"FPM";"9486189,06";"2507903";"2059"
"Juru";"2012";"FPM";"4791429,37";"2508000";"2061"
"Juru";"2013";"FPM";"5136700,09";"2508000";"2061"
"Juru";"2014";"FPM";"5556370,74";"2508000";"2061"
"Juru";"2015";"FPM";"5917452,85";"2508000";"2061"
"Juru";"2016";"FPM";"6884603,08";"2508000";"2061"
"Juru";"2017";"FPM";"6667691,08";"2508000";"2061"
"Juru";"2018";"FPM";"7114641,90";"2508000";"2061"
"Lagoa";"2012";"FPM";"4791429,37";"2508109";"2063"
"Lagoa";"2013";"FPM";"5136700,09";"2508109";"2063"
"Lagoa";"2014";"FPM";"5556370,74";"2508109";"2063"
"Lagoa";"2015";"FPM";"5917452,85";"2508109";"2063"
"Lagoa";"2016";"FPM";"6884603,08";"2508109";"2063"
"Lagoa";"2017";"FPM";"6667691,08";"2508109";"2063"
"Lagoa";"2018";"FPM";"7114641,90";"2508109";"2063"
"Lagoa de Dentro";"2012";"FPM";"4791429,37";"2508208";"2065"
"Lagoa de Dentro";"2013";"FPM";"5136700,09";"2508208";"2065"
"Lagoa de Dentro";"2014";"FPM";"5556370,74";"2508208";"2065"
