"mun";"year";"transfer";"fpm";"codibge";"siafi"
"Acrelândia";"2012";"FPM";"4482967,93";"1200013";"643"
"Acrelândia";"2013";"FPM";"4821251,95";"1200013";"643"
"Acrelândia";"2014";"FPM";"5160633,93";"1200013";"643"
"Acrelândia";"2015";"FPM";"6757581,58";"1200013";"643"
"Acrelândia";"2016";"FPM";"7629528,89";"1200013";"643"
"Acrelândia";"2017";"FPM";"7171166,15";"1200013";"643"
"Acrelândia";"2018";"FPM";"7667741,29";"1200013";"643"
"Assis Brasil";"2012";"FPM";"3362226,01";"1200054";"157"
"Assis Brasil";"2013";"FPM";"3615938,98";"1200054";"157"
"Assis Brasil";"2014";"FPM";"3870475,50";"1200054";"157"
"Assis Brasil";"2015";"FPM";"4054549,09";"1200054";"157"
"Assis Brasil";"2016";"FPM";"4577717,53";"1200054";"157"
"Assis Brasil";"2017";"FPM";"4302699,78";"1200054";"157"
"Assis Brasil";"2018";"FPM";"4600644,89";"1200054";"157"
"Brasiléia";"2012";"FPM";"6724451,69";"1200104";"105"
"Brasiléia";"2013";"FPM";"7231877,75";"1200104";"105"
"Brasiléia";"2014";"FPM";"7740950,76";"1200104";"105"
"Brasiléia";"2015";"FPM";"8109097,80";"1200104";"105"
"Brasiléia";"2016";"FPM";"10681340,31";"1200104";"105"
"Brasiléia";"2017";"FPM";"10039632,50";"1200104";"105"
"Brasiléia";"2018";"FPM";"10734837,67";"1200104";"105"
"Bujari";"2012";"FPM";"3362226,01";"1200138";"645"
"Bujari";"2013";"FPM";"3615938,98";"1200138";"645"
"Bujari";"2014";"FPM";"3870475,50";"1200138";"645"
"Bujari";"2015";"FPM";"4054549,09";"1200138";"645"
"Bujari";"2016";"FPM";"4577717,53";"1200138";"645"
"Bujari";"2017";"FPM";"4302699,78";"1200138";"645"
"Bujari";"2018";"FPM";"4600644,89";"1200138";"645"
"Capixaba";"2012";"FPM";"3362226,01";"1200179";"647"
"Capixaba";"2013";"FPM";"3615938,98";"1200179";"647"
"Capixaba";"2014";"FPM";"3870475,50";"1200179";"647"
"Capixaba";"2015";"FPM";"4054549,09";"1200179";"647"
"Capixaba";"2016";"FPM";"6103623,23";"1200179";"647"
"Capixaba";"2017";"FPM";"5736933,04";"1200179";"647"
"Capixaba";"2018";"FPM";"6134193,08";"1200179";"647"
"Cruzeiro do Sul";"2012";"FPM";"14569645,02";"1200203";"107"
"Cruzeiro do Sul";"2013";"FPM";"15669068,10";"1200203";"107"
"Cruzeiro do Sul";"2014";"FPM";"16772059,45";"1200203";"107"
"Cruzeiro do Sul";"2015";"FPM";"17569711,51";"1200203";"107"
"Cruzeiro do Sul";"2016";"FPM";"21362680,34";"1200203";"107"
"Cruzeiro do Sul";"2017";"FPM";"20079264,68";"1200203";"107"
"Cruzeiro do Sul";"2018";"FPM";"21469675,04";"1200203";"107"
"Epitaciolândia";"2012";"FPM";"5603709,85";"1200252";"651"
"Epitaciolândia";"2013";"FPM";"6026564,81";"1200252";"651"
"Epitaciolândia";"2014";"FPM";"6450792,24";"1200252";"651"
"Epitaciolândia";"2015";"FPM";"6757581,58";"1200252";"651"
"Epitaciolândia";"2016";"FPM";"7629528,89";"1200252";"651"
"Epitaciolândia";"2017";"FPM";"8605399,35";"1200252";"651"
"Epitaciolândia";"2018";"FPM";"9201289,50";"1200252";"651"
"Feijó";"2012";"FPM";"8965935,54";"1200302";"113"
"Feijó";"2013";"FPM";"9642503,55";"1200302";"113"
"Feijó";"2014";"FPM";"10321267,43";"1200302";"113"
"Feijó";"2015";"FPM";"10812130,27";"1200302";"113"
"Feijó";"2016";"FPM";"12207246,12";"1200302";"113"
"Feijó";"2017";"FPM";"11473865,73";"1200302";"113"
"Feijó";"2018";"FPM";"12268385,84";"1200302";"113"
"Jordão";"2012";"FPM";"3362226,01";"1200328";"653"
"Jordão";"2013";"FPM";"3615938,98";"1200328";"653"
"Jordão";"2014";"FPM";"3870475,50";"1200328";"653"
"Jordão";"2015";"FPM";"4054549,09";"1200328";"653"
"Jordão";"2016";"FPM";"4577717,53";"1200328";"653"
"Jordão";"2017";"FPM";"4302699,78";"1200328";"653"
"Jordão";"2018";"FPM";"4600644,89";"1200328";"653"
"Mâncio Lima";"2012";"FPM";"5603709,85";"1200336";"109"
"Mâncio Lima";"2013";"FPM";"6026564,81";"1200336";"109"
"Mâncio Lima";"2014";"FPM";"6450792,24";"1200336";"109"
"Mâncio Lima";"2015";"FPM";"6757581,58";"1200336";"109"
"Mâncio Lima";"2016";"FPM";"9155434,61";"1200336";"109"
"Mâncio Lima";"2017";"FPM";"8605399,35";"1200336";"109"
"Mâncio Lima";"2018";"FPM";"9201289,50";"1200336";"109"
"Manoel Urbano";"2012";"FPM";"3362226,01";"1200344";"155"
"Manoel Urbano";"2013";"FPM";"3615938,98";"1200344";"155"
"Manoel Urbano";"2014";"FPM";"3870475,50";"1200344";"155"
"Manoel Urbano";"2015";"FPM";"4054549,09";"1200344";"155"
"Manoel Urbano";"2016";"FPM";"4577717,53";"1200344";"155"
"Manoel Urbano";"2017";"FPM";"4302699,78";"1200344";"155"
"Manoel Urbano";"2018";"FPM";"4600644,89";"1200344";"155"
"Marechal Thaumaturgo";"2012";"FPM";"5603709,85";"1200351";"655"
"Marechal Thaumaturgo";"2013";"FPM";"6026564,81";"1200351";"655"
"Marechal Thaumaturgo";"2014";"FPM";"6450792,24";"1200351";"655"
"Marechal Thaumaturgo";"2015";"FPM";"6757581,58";"1200351";"655"
"Marechal Thaumaturgo";"2016";"FPM";"7629528,89";"1200351";"655"
"Marechal Thaumaturgo";"2017";"FPM";"8605399,35";"1200351";"655"
"Marechal Thaumaturgo";"2018";"FPM";"9201289,50";"1200351";"655"
"Plácido de Castro";"2012";"FPM";"6724451,69";"1200385";"151"
"Plácido de Castro";"2013";"FPM";"7231877,75";"1200385";"151"
"Plácido de Castro";"2014";"FPM";"7740950,76";"1200385";"151"
"Plácido de Castro";"2015";"FPM";"8109097,80";"1200385";"151"
"Plácido de Castro";"2016";"FPM";"9155434,61";"1200385";"151"
"Plácido de Castro";"2017";"FPM";"8605399,35";"1200385";"151"
"Plácido de Castro";"2018";"FPM";"9201289,50";"1200385";"151"
"Porto Acre";"2012";"FPM";"5603709,85";"1200807";"649"
"Porto Acre";"2013";"FPM";"6026564,81";"1200807";"649"
"Porto Acre";"2014";"FPM";"6450792,24";"1200807";"649"
"Porto Acre";"2015";"FPM";"6757581,58";"1200807";"649"
"Porto Acre";"2016";"FPM";"7629528,89";"1200807";"649"
"Porto Acre";"2017";"FPM";"8605399,35";"1200807";"649"
"Porto Acre";"2018";"FPM";"9201289,50";"1200807";"649"
"Porto Walter";"2012";"FPM";"3362226,01";"1200393";"657"
"Porto Walter";"2013";"FPM";"3615938,98";"1200393";"657"
"Porto Walter";"2014";"FPM";"3870475,50";"1200393";"657"
"Porto Walter";"2015";"FPM";"5406065,28";"1200393";"657"
"Porto Walter";"2016";"FPM";"6103623,23";"1200393";"657"
"Porto Walter";"2017";"FPM";"5736933,04";"1200393";"657"
"Porto Walter";"2018";"FPM";"6134193,08";"1200393";"657"
"Rio Branco";"2012";"FPM";"147218407,34";"1200401";"139"
"Rio Branco";"2013";"FPM";"177397593,19";"1200401";"139"
"Rio Branco";"2014";"FPM";"196235702,52";"1200401";"139"
"Rio Branco";"2015";"FPM";"207969868,91";"1200401";"139"
"Rio Branco";"2016";"FPM";"243795488,58";"1200401";"139"
"Rio Branco";"2017";"FPM";"213428485,05";"1200401";"139"
"Rio Branco";"2018";"FPM";"257507810,45";"1200401";"139"
"Rodrigues Alves";"2012";"FPM";"5603709,85";"1200427";"659"
"Rodrigues Alves";"2013";"FPM";"6026564,81";"1200427";"659"
"Rodrigues Alves";"2014";"FPM";"6450792,24";"1200427";"659"
"Rodrigues Alves";"2015";"FPM";"6757581,58";"1200427";"659"
"Rodrigues Alves";"2016";"FPM";"7629528,89";"1200427";"659"
"Rodrigues Alves";"2017";"FPM";"8605399,35";"1200427";"659"
"Rodrigues Alves";"2018";"FPM";"9201289,50";"1200427";"659"
"Santa Rosa do Purus";"2012";"FPM";"3362226,21";"1200435";"661"
"Santa Rosa do Purus";"2013";"FPM";"3615939,42";"1200435";"661"
"Santa Rosa do Purus";"2014";"FPM";"3870475,30";"1200435";"661"
"Santa Rosa do Purus";"2015";"FPM";"4054548,99";"1200435";"661"
"Santa Rosa do Purus";"2016";"FPM";"4577717,49";"1200435";"661"
"Santa Rosa do Purus";"2017";"FPM";"4302700,15";"1200435";"661"
"Santa Rosa do Purus";"2018";"FPM";"4600644,65";"1200435";"661"
"Sena Madureira";"2012";"FPM";"10086677,39";"1200500";"145"
"Sena Madureira";"2013";"FPM";"10847816,47";"1200500";"145"
"Sena Madureira";"2014";"FPM";"11611425,85";"1200500";"145"
"Sena Madureira";"2015";"FPM";"12163646,46";"1200500";"145"
"Sena Madureira";"2016";"FPM";"13733151,79";"1200500";"145"
"Sena Madureira";"2017";"FPM";"12908098,85";"1200500";"145"
"Sena Madureira";"2018";"FPM";"13801934,02";"1200500";"145"
"Senador Guiomard";"2012";"FPM";"6724451,69";"1200450";"153"
"Senador Guiomard";"2013";"FPM";"7231877,75";"1200450";"153"
"Senador Guiomard";"2014";"FPM";"7740950,76";"1200450";"153"
"Senador Guiomard";"2015";"FPM";"8109097,80";"1200450";"153"
"Senador Guiomard";"2016";"FPM";"9155434,61";"1200450";"153"
"Senador Guiomard";"2017";"FPM";"8605399,35";"1200450";"153"
"Senador Guiomard";"2018";"FPM";"9201289,50";"1200450";"153"
"Tarauacá";"2012";"FPM";"8965935,54";"1200609";"147"
"Tarauacá";"2013";"FPM";"9642503,55";"1200609";"147"
"Tarauacá";"2014";"FPM";"11611425,85";"1200609";"147"
"Tarauacá";"2015";"FPM";"12163646,46";"1200609";"147"
"Tarauacá";"2016";"FPM";"13733151,79";"1200609";"147"
"Tarauacá";"2017";"FPM";"12908098,85";"1200609";"147"
"Tarauacá";"2018";"FPM";"13801934,02";"1200609";"147"
"Xapuri";"2012";"FPM";"5603709,85";"1200708";"149"
"Xapuri";"2013";"FPM";"6026564,81";"1200708";"149"
"Xapuri";"2014";"FPM";"7740950,76";"1200708";"149"
"Xapuri";"2015";"FPM";"8109097,80";"1200708";"149"
"Xapuri";"2016";"FPM";"9155434,61";"1200708";"149"
"Xapuri";"2017";"FPM";"8605399,35";"1200708";"149"
"Xapuri";"2018";"FPM";"9201289,50";"1200708";"149"
"Água Branca";"2012";"FPM";"10347959,68";"2700102";"2701"
"Água Branca";"2013";"FPM";"11121107,12";"2700102";"2701"
"Água Branca";"2014";"FPM";"11772206,35";"2700102";"2701"
"Água Branca";"2015";"FPM";"12571648,14";"2700102";"2701"
"Água Branca";"2016";"FPM";"14637792,34";"2700102";"2701"
"Água Branca";"2017";"FPM";"14172895,37";"2700102";"2701"
"Água Branca";"2018";"FPM";"15179911,24";"2700102";"2701"
"Anadia";"2012";"FPM";"10347959,68";"2700201";"2703"
"Anadia";"2013";"FPM";"11121107,12";"2700201";"2703"
"Anadia";"2014";"FPM";"11772206,35";"2700201";"2703"
"Anadia";"2015";"FPM";"12571648,14";"2700201";"2703"
"Anadia";"2016";"FPM";"14637792,34";"2700201";"2703"
"Anadia";"2017";"FPM";"14172895,37";"2700201";"2703"
"Anadia";"2018";"FPM";"15179911,24";"2700201";"2703"
"Arapiraca";"2012";"FPM";"62275640,40";"2700300";"2705"
"Arapiraca";"2013";"FPM";"66702807,38";"2700300";"2705"
"Arapiraca";"2014";"FPM";"70499236,83";"2700300";"2705"
"Arapiraca";"2015";"FPM";"74347696,84";"2700300";"2705"
"Arapiraca";"2016";"FPM";"86496267,95";"2700300";"2705"
"Arapiraca";"2017";"FPM";"83988264,23";"2700300";"2705"
"Arapiraca";"2018";"FPM";"81981989,30";"2700300";"2705"
"Atalaia";"2012";"FPM";"17246599,27";"2700409";"2707"
"Atalaia";"2013";"FPM";"18535178,34";"2700409";"2707"
"Atalaia";"2014";"FPM";"19620343,76";"2700409";"2707"
"Atalaia";"2015";"FPM";"20952746,64";"2700409";"2707"
"Atalaia";"2016";"FPM";"24396320,35";"2700409";"2707"
"Atalaia";"2017";"FPM";"23621492,06";"2700409";"2707"
"Atalaia";"2018";"FPM";"25299851,87";"2700409";"2707"
"Barra de Santo Antônio";"2012";"FPM";"8623299,86";"2700508";"2709"
"Barra de Santo Antônio";"2013";"FPM";"9267589,32";"2700508";"2709"
"Barra de Santo Antônio";"2014";"FPM";"9810172,04";"2700508";"2709"
"Barra de Santo Antônio";"2015";"FPM";"10476373,48";"2700508";"2709"
"Barra de Santo Antônio";"2016";"FPM";"12198160,36";"2700508";"2709"
"Barra de Santo Antônio";"2017";"FPM";"11810746,13";"2700508";"2709"
"Barra de Santo Antônio";"2018";"FPM";"12649926,08";"2700508";"2709"
"Barra de São Miguel";"2012";"FPM";"5173980,00";"2700607";"2711"
"Barra de São Miguel";"2013";"FPM";"5560553,63";"2700607";"2711"
"Barra de São Miguel";"2014";"FPM";"5886103,32";"2700607";"2711"
"Barra de São Miguel";"2015";"FPM";"6285824,26";"2700607";"2711"
"Barra de São Miguel";"2016";"FPM";"7318896,32";"2700607";"2711"
"Barra de São Miguel";"2017";"FPM";"7086447,83";"2700607";"2711"
"Barra de São Miguel";"2018";"FPM";"7589955,76";"2700607";"2711"
"Batalha";"2012";"FPM";"10347959,68";"2700706";"2713"
"Batalha";"2013";"FPM";"11121107,12";"2700706";"2713"
"Batalha";"2014";"FPM";"11772206,35";"2700706";"2713"
"Batalha";"2015";"FPM";"12571648,14";"2700706";"2713"
"Batalha";"2016";"FPM";"14637792,34";"2700706";"2713"
"Batalha";"2017";"FPM";"14172895,37";"2700706";"2713"
"Batalha";"2018";"FPM";"15179911,24";"2700706";"2713"
"Belém";"2012";"FPM";"5173980,00";"2700805";"2715"
"Belém";"2013";"FPM";"5560553,63";"2700805";"2715"
"Belém";"2014";"FPM";"5886103,32";"2700805";"2715"
"Belém";"2015";"FPM";"6285824,26";"2700805";"2715"
"Belém";"2016";"FPM";"7318896,32";"2700805";"2715"
"Belém";"2017";"FPM";"7086447,83";"2700805";"2715"
"Belém";"2018";"FPM";"7589955,76";"2700805";"2715"
"Belo Monte";"2012";"FPM";"5173980,00";"2700904";"2717"
"Belo Monte";"2013";"FPM";"5560553,63";"2700904";"2717"
"Belo Monte";"2014";"FPM";"5886103,32";"2700904";"2717"
"Belo Monte";"2015";"FPM";"6285824,26";"2700904";"2717"
"Belo Monte";"2016";"FPM";"7318896,32";"2700904";"2717"
"Belo Monte";"2017";"FPM";"7086447,83";"2700904";"2717"
"Belo Monte";"2018";"FPM";"7589955,76";"2700904";"2717"
"Boca da Mata";"2012";"FPM";"12072619,59";"2701001";"2719"
"Boca da Mata";"2013";"FPM";"12974624,90";"2701001";"2719"
"Boca da Mata";"2014";"FPM";"13734240,68";"2701001";"2719"
"Boca da Mata";"2015";"FPM";"14666922,78";"2701001";"2719"
"Boca da Mata";"2016";"FPM";"17077424,30";"2701001";"2719"
"Boca da Mata";"2017";"FPM";"16535044,56";"2701001";"2719"
"Boca da Mata";"2018";"FPM";"17709896,41";"2701001";"2719"
"Branquinha";"2012";"FPM";"6898639,92";"2701100";"2721"
"Branquinha";"2013";"FPM";"7414071,55";"2701100";"2721"
"Branquinha";"2014";"FPM";"7848137,63";"2701100";"2721"
"Branquinha";"2015";"FPM";"8381098,81";"2701100";"2721"
"Branquinha";"2016";"FPM";"9758528,36";"2701100";"2721"
"Branquinha";"2017";"FPM";"9448597,00";"2701100";"2721"
"Branquinha";"2018";"FPM";"10119940,96";"2701100";"2721"
"Cacimbinhas";"2012";"FPM";"6898639,92";"2701209";"2723"
"Cacimbinhas";"2013";"FPM";"7414071,55";"2701209";"2723"
"Cacimbinhas";"2014";"FPM";"7848137,63";"2701209";"2723"
"Cacimbinhas";"2015";"FPM";"8381098,81";"2701209";"2723"
"Cacimbinhas";"2016";"FPM";"9758528,36";"2701209";"2723"
"Cacimbinhas";"2017";"FPM";"9448597,00";"2701209";"2723"
"Cacimbinhas";"2018";"FPM";"10119940,96";"2701209";"2723"
"Cajueiro";"2012";"FPM";"10347959,68";"2701308";"2725"
"Cajueiro";"2013";"FPM";"11121107,12";"2701308";"2725"
"Cajueiro";"2014";"FPM";"11772206,35";"2701308";"2725"
"Cajueiro";"2015";"FPM";"12571648,14";"2701308";"2725"
"Cajueiro";"2016";"FPM";"14637792,34";"2701308";"2725"
"Cajueiro";"2017";"FPM";"14172895,37";"2701308";"2725"
"Cajueiro";"2018";"FPM";"15179911,24";"2701308";"2725"
"Campestre";"2012";"FPM";"5173980,00";"2701357";"560"
"Campestre";"2013";"FPM";"5560553,63";"2701357";"560"
"Campestre";"2014";"FPM";"5886103,32";"2701357";"560"
"Campestre";"2015";"FPM";"6285824,26";"2701357";"560"
"Campestre";"2016";"FPM";"7318896,32";"2701357";"560"
"Campestre";"2017";"FPM";"7086447,83";"2701357";"560"
"Campestre";"2018";"FPM";"7589955,76";"2701357";"560"
"Campo Alegre";"2012";"FPM";"18971259,18";"2701407";"2727"
"Campo Alegre";"2013";"FPM";"20388696,13";"2701407";"2727"
"Campo Alegre";"2014";"FPM";"21582378,08";"2701407";"2727"
"Campo Alegre";"2015";"FPM";"23048021,32";"2701407";"2727"
"Campo Alegre";"2016";"FPM";"26835952,26";"2701407";"2727"
"Campo Alegre";"2017";"FPM";"25983641,27";"2701407";"2727"
"Campo Alegre";"2018";"FPM";"27829837,04";"2701407";"2727"
"Campo Grande";"2012";"FPM";"5173980,00";"2701506";"2729"
"Campo Grande";"2013";"FPM";"5560553,63";"2701506";"2729"
"Campo Grande";"2014";"FPM";"5886103,32";"2701506";"2729"
"Campo Grande";"2015";"FPM";"6285824,26";"2701506";"2729"
"Campo Grande";"2016";"FPM";"7318896,32";"2701506";"2729"
"Campo Grande";"2017";"FPM";"7086447,83";"2701506";"2729"
"Campo Grande";"2018";"FPM";"7589955,76";"2701506";"2729"
"Canapi";"2012";"FPM";"10347959,68";"2701605";"2731"
"Canapi";"2013";"FPM";"11121107,12";"2701605";"2731"
"Canapi";"2014";"FPM";"11772206,35";"2701605";"2731"
"Canapi";"2015";"FPM";"12571648,14";"2701605";"2731"
"Canapi";"2016";"FPM";"14637792,34";"2701605";"2731"
"Canapi";"2017";"FPM";"14172895,37";"2701605";"2731"
"Canapi";"2018";"FPM";"15179911,24";"2701605";"2731"
"Capela";"2012";"FPM";"8623299,86";"2701704";"2733"
"Capela";"2013";"FPM";"9267589,32";"2701704";"2733"
"Capela";"2014";"FPM";"11772206,35";"2701704";"2733"
"Capela";"2015";"FPM";"12571648,14";"2701704";"2733"
"Capela";"2016";"FPM";"14637792,34";"2701704";"2733"
"Capela";"2017";"FPM";"14172895,37";"2701704";"2733"
"Capela";"2018";"FPM";"15179911,24";"2701704";"2733"
"Carneiros";"2012";"FPM";"5173980,00";"2701803";"2735"
"Carneiros";"2013";"FPM";"5560553,63";"2701803";"2735"
"Carneiros";"2014";"FPM";"5886103,32";"2701803";"2735"
"Carneiros";"2015";"FPM";"6285824,26";"2701803";"2735"
"Carneiros";"2016";"FPM";"7318896,32";"2701803";"2735"
"Carneiros";"2017";"FPM";"7086447,83";"2701803";"2735"
"Carneiros";"2018";"FPM";"7589955,76";"2701803";"2735"
"Chã Preta";"2012";"FPM";"5173980,00";"2701902";"2737"
"Chã Preta";"2013";"FPM";"5560553,63";"2701902";"2737"
"Chã Preta";"2014";"FPM";"5886103,32";"2701902";"2737"
"Chã Preta";"2015";"FPM";"6285824,26";"2701902";"2737"
"Chã Preta";"2016";"FPM";"7318896,32";"2701902";"2737"
"Chã Preta";"2017";"FPM";"7086447,83";"2701902";"2737"
"Chã Preta";"2018";"FPM";"7589955,76";"2701902";"2737"
"Coité do Nóia";"2012";"FPM";"6898639,92";"2702009";"2739"
"Coité do Nóia";"2013";"FPM";"7414071,55";"2702009";"2739"
"Coité do Nóia";"2014";"FPM";"7848137,63";"2702009";"2739"
"Coité do Nóia";"2015";"FPM";"8381098,81";"2702009";"2739"
"Coité do Nóia";"2016";"FPM";"9758528,36";"2702009";"2739"
"Coité do Nóia";"2017";"FPM";"9448597,00";"2702009";"2739"
"Coité do Nóia";"2018";"FPM";"10119940,96";"2702009";"2739"
"Colônia Leopoldina";"2012";"FPM";"10347959,68";"2702108";"2741"
"Colônia Leopoldina";"2013";"FPM";"11121107,12";"2702108";"2741"
"Colônia Leopoldina";"2014";"FPM";"11772206,35";"2702108";"2741"
"Colônia Leopoldina";"2015";"FPM";"12571648,14";"2702108";"2741"
"Colônia Leopoldina";"2016";"FPM";"14637792,34";"2702108";"2741"
"Colônia Leopoldina";"2017";"FPM";"14172895,37";"2702108";"2741"
"Colônia Leopoldina";"2018";"FPM";"15179911,24";"2702108";"2741"
"Coqueiro Seco";"2012";"FPM";"5173980,00";"2702207";"2743"
"Coqueiro Seco";"2013";"FPM";"5560553,63";"2702207";"2743"
"Coqueiro Seco";"2014";"FPM";"5886103,32";"2702207";"2743"
"Coqueiro Seco";"2015";"FPM";"6285824,26";"2702207";"2743"
"Coqueiro Seco";"2016";"FPM";"7318896,32";"2702207";"2743"
"Coqueiro Seco";"2017";"FPM";"7086447,83";"2702207";"2743"
"Coqueiro Seco";"2018";"FPM";"7589955,76";"2702207";"2743"
"Coruripe";"2012";"FPM";"18971259,18";"2702306";"2745"
"Coruripe";"2013";"FPM";"20388696,13";"2702306";"2745"
"Coruripe";"2014";"FPM";"21582378,08";"2702306";"2745"
"Coruripe";"2015";"FPM";"23048021,32";"2702306";"2745"
"Coruripe";"2016";"FPM";"26835952,26";"2702306";"2745"
"Coruripe";"2017";"FPM";"25983641,27";"2702306";"2745"
"Coruripe";"2018";"FPM";"27829837,04";"2702306";"2745"
"Craíbas";"2012";"FPM";"10347959,68";"2702355";"2889"
"Craíbas";"2013";"FPM";"11121107,12";"2702355";"2889"
"Craíbas";"2014";"FPM";"13734240,68";"2702355";"2889"
"Craíbas";"2015";"FPM";"14666922,78";"2702355";"2889"
"Craíbas";"2016";"FPM";"17077424,30";"2702355";"2889"
"Craíbas";"2017";"FPM";"16535044,56";"2702355";"2889"
"Craíbas";"2018";"FPM";"17709896,41";"2702355";"2889"
"Delmiro Gouveia";"2012";"FPM";"17246599,27";"2702405";"2747"
"Delmiro Gouveia";"2013";"FPM";"18535178,34";"2702405";"2747"
"Delmiro Gouveia";"2014";"FPM";"21582378,08";"2702405";"2747"
"Delmiro Gouveia";"2015";"FPM";"23048021,32";"2702405";"2747"
"Delmiro Gouveia";"2016";"FPM";"26835952,26";"2702405";"2747"
"Delmiro Gouveia";"2017";"FPM";"25983641,27";"2702405";"2747"
"Delmiro Gouveia";"2018";"FPM";"27829837,04";"2702405";"2747"
"Dois Riachos";"2012";"FPM";"6898639,92";"2702504";"2749"
"Dois Riachos";"2013";"FPM";"7414071,55";"2702504";"2749"
"Dois Riachos";"2014";"FPM";"7848137,63";"2702504";"2749"
"Dois Riachos";"2015";"FPM";"8381098,81";"2702504";"2749"
"Dois Riachos";"2016";"FPM";"9758528,36";"2702504";"2749"
"Dois Riachos";"2017";"FPM";"9448597,00";"2702504";"2749"
"Dois Riachos";"2018";"FPM";"10119940,96";"2702504";"2749"
"Estrela de Alagoas";"2012";"FPM";"10347959,68";"2702553";"2643"
"Estrela de Alagoas";"2013";"FPM";"11121107,12";"2702553";"2643"
"Estrela de Alagoas";"2014";"FPM";"11772206,35";"2702553";"2643"
"Estrela de Alagoas";"2015";"FPM";"12571648,14";"2702553";"2643"
"Estrela de Alagoas";"2016";"FPM";"14637792,34";"2702553";"2643"
"Estrela de Alagoas";"2017";"FPM";"14172895,37";"2702553";"2643"
"Estrela de Alagoas";"2018";"FPM";"15179911,24";"2702553";"2643"
"Feira Grande";"2012";"FPM";"10347959,68";"2702603";"2751"
"Feira Grande";"2013";"FPM";"11121107,12";"2702603";"2751"
"Feira Grande";"2014";"FPM";"11772206,35";"2702603";"2751"
"Feira Grande";"2015";"FPM";"12571648,14";"2702603";"2751"
"Feira Grande";"2016";"FPM";"14637792,34";"2702603";"2751"
"Feira Grande";"2017";"FPM";"14172895,37";"2702603";"2751"
"Feira Grande";"2018";"FPM";"15179911,24";"2702603";"2751"
"Feliz Deserto";"2012";"FPM";"5173980,00";"2702702";"2753"
"Feliz Deserto";"2013";"FPM";"5560553,63";"2702702";"2753"
"Feliz Deserto";"2014";"FPM";"5886103,32";"2702702";"2753"
"Feliz Deserto";"2015";"FPM";"6285824,26";"2702702";"2753"
"Feliz Deserto";"2016";"FPM";"7318896,32";"2702702";"2753"
"Feliz Deserto";"2017";"FPM";"7086447,83";"2702702";"2753"
"Feliz Deserto";"2018";"FPM";"7589955,76";"2702702";"2753"
"Flexeiras";"2012";"FPM";"6898639,92";"2702801";"2755"
"Flexeiras";"2013";"FPM";"7414071,55";"2702801";"2755"
"Flexeiras";"2014";"FPM";"7848137,63";"2702801";"2755"
"Flexeiras";"2015";"FPM";"8381098,81";"2702801";"2755"
"Flexeiras";"2016";"FPM";"9758528,36";"2702801";"2755"
"Flexeiras";"2017";"FPM";"9448597,00";"2702801";"2755"
"Flexeiras";"2018";"FPM";"10119940,96";"2702801";"2755"
"Girau do Ponciano";"2012";"FPM";"13797279,49";"2702900";"2757"
"Girau do Ponciano";"2013";"FPM";"16681660,53";"2702900";"2757"
"Girau do Ponciano";"2014";"FPM";"17658309,41";"2702900";"2757"
"Girau do Ponciano";"2015";"FPM";"18857472,08";"2702900";"2757"
"Girau do Ponciano";"2016";"FPM";"21956688,32";"2702900";"2757"
"Girau do Ponciano";"2017";"FPM";"21259342,95";"2702900";"2757"
"Girau do Ponciano";"2018";"FPM";"22769866,72";"2702900";"2757"
"Ibateguara";"2012";"FPM";"8623299,86";"2703007";"2759"
"Ibateguara";"2013";"FPM";"9267589,32";"2703007";"2759"
"Ibateguara";"2014";"FPM";"9810172,04";"2703007";"2759"
"Ibateguara";"2015";"FPM";"10476373,48";"2703007";"2759"
"Ibateguara";"2016";"FPM";"12198160,36";"2703007";"2759"
"Ibateguara";"2017";"FPM";"11810746,13";"2703007";"2759"
"Ibateguara";"2018";"FPM";"12649926,08";"2703007";"2759"
"Igaci";"2012";"FPM";"12072619,59";"2703106";"2761"
"Igaci";"2013";"FPM";"12974624,90";"2703106";"2761"
"Igaci";"2014";"FPM";"13734240,68";"2703106";"2761"
"Igaci";"2015";"FPM";"14666922,78";"2703106";"2761"
"Igaci";"2016";"FPM";"17077424,30";"2703106";"2761"
"Igaci";"2017";"FPM";"16535044,56";"2703106";"2761"
"Igaci";"2018";"FPM";"17709896,41";"2703106";"2761"
"Igreja Nova";"2012";"FPM";"10347959,68";"2703205";"2763"
"Igreja Nova";"2013";"FPM";"11121107,12";"2703205";"2763"
"Igreja Nova";"2014";"FPM";"13734240,68";"2703205";"2763"
"Igreja Nova";"2015";"FPM";"14666922,78";"2703205";"2763"
"Igreja Nova";"2016";"FPM";"17077424,30";"2703205";"2763"
"Igreja Nova";"2017";"FPM";"16535044,56";"2703205";"2763"
"Igreja Nova";"2018";"FPM";"17709896,41";"2703205";"2763"
"Inhapi";"2012";"FPM";"10347959,68";"2703304";"2765"
"Inhapi";"2013";"FPM";"11121107,12";"2703304";"2765"
"Inhapi";"2014";"FPM";"11772206,35";"2703304";"2765"
"Inhapi";"2015";"FPM";"12571648,14";"2703304";"2765"
"Inhapi";"2016";"FPM";"14637792,34";"2703304";"2765"
"Inhapi";"2017";"FPM";"14172895,37";"2703304";"2765"
"Inhapi";"2018";"FPM";"15179911,24";"2703304";"2765"
"Jacaré dos Homens";"2012";"FPM";"5173980,00";"2703403";"2767"
"Jacaré dos Homens";"2013";"FPM";"5560553,63";"2703403";"2767"
