codibge,UF,own_2011,own_2012,own_2013,own_2014,own_2015,own_2016,own_2017,own_2018,own_2019
260090,PE,721565.77,360781.59,576431.14,690513.90,505302.25,503423.25,759558.67,711062.25,98063.30
260100,PE,448606.00,363632.18,446661.23,751768.26,522045.47,790200.68,218752.40,304729.56,223671.55
260105,PE,332776.91,337125.81,418660.90,708837.07,1335351.04,1021523.72,1538358.85,785369.79,923945.06
260110,PE,6946293.79,5405395.00,6254019.43,6309726.32,4609118.72,5622288.36,5449913.42,5797007.65,5450270.38
260120,PE,9276112.56,12129138.55,12978454.83,15357351.68,11103474.10,11350132.72,11107569.58,11175740.57,12562819.06
260130,PE,386926.78,336500.45,802059.58,961590.43,233471.26,146917.52,205621.97,160003.74,248680.84
260140,PE,6264499.36,5109686.20,4720093.59,4098821.00,3395493.25,2747860.76,2514862.97,1690479.80,3589085.45
260150,PE,313279.48,591783.75,445562.14,493406.71,273214.72,136502.10,452378.06,199127.52,243954.65
260160,PE,946075.04,838286.49,1277526.00,1431064.86,1074166.09,1019752.03,578433.07,1081305.53,702338.93
260170,PE,6899306.08,7415830.68,6927092.03,8857539.72,9869090.42,10019646.10,9597091.43,11043266.58,9382965.53
260180,PE,323919.36,340136.34,374097.49,432381.79,275837.44,891178.92,392217.48,269841.20,348348.72
260190,PE,2338126.91,1885697.69,2743017.48,3388434.86,3949443.84,3296949.82,3115245.98,3473607.24,2045571.07
260200,PE,1921382.56,2373234.35,2232884.42,2199637.72,1669980.73,1678734.07,1225425.06,1750297.94,1374242.24
260210,PE,1857300.93,1946110.37,2016603.68,1992577.27,1666672.45,2007471.24,1774335.13,1752537.45,1925907.89
260220,PE,862431.06,1104933.94,2416786.88,1303899.65,991574.46,1419583.36,1493583.94,1288546.55,1284344.87
260230,PE,1897000.34,2289623.13,2255818.12,2232672.28,2134318.83,1856977.04,2454737.02,2835752.18,2503005.16
260240,PE,504389.68,407663.88,439189.62,306854.92,224679.77,303892.98,236374.52,209521.48,205413.40
260250,PE,307980.93,299425.49,243999.34,257784.93,214951.07,275099.04,240520.54,301959.33,347956.93
260260,PE,2239618.79,3220762.19,2093039.61,2349735.92,2201144.32,3653974.03,2195078.30,1817471.78,380340.13
260270,PE,334906.39,363410.59,383098.80,371577.67,299527.60,334938.15,262318.26,369217.45,451015.41
260280,PE,715443.89,760075.93,1346033.90,1394370.30,995300.05,1400571.05,1811078.62,1687582.48,1225497.91
260290,PE,114421979.46,117994291.68,123145760.10,134216406.91,109562762.15,93693939.92,89685889.96,106493550.43,109448150.33
260300,PE,3515427.18,8463037.76,12186375.05,11031192.15,7190326.39,4283852.98,3162701.89,298127.45,2922609.34
260310,PE,940836.72,695774.80,775722.89,1114963.49,796069.39,860924.85,1000912.60,834142.85,846228.80
260320,PE,699242.80,517042.85,499600.55,1125033.37,3850294.01,4869209.05,951773.32,977847.68,1012637.97
260330,PE,315694.35,265932.81,225713.46,419049.04,217470.38,222282.42,856511.96,179057.78,144502.23
260340,PE,1890992.77,966839.04,354532.07,232404.83,221974.36,160825.22,257485.38,253329.66,387069.22
260345,PE,16510967.67,19741050.01,22444434.12,24845481.19,22921349.95,17927312.47,19185307.11,31637417.57,29704101.50
260350,PE,720294.54,876668.68,1528255.10,1212991.59,1019601.04,950109.65,343262.37,595587.85,522750.04
260360,PE,366121.12,445173.44,416638.39,390122.29,381503.65,450463.46,673887.62,637604.05,32352.57
260370,PE,672612.42,572503.26,490230.84,307697.70,838803.27,649275.05,780679.12,603345.75,760066.93
260380,PE,512850.31,894649.92,418959.43,506097.53,374625.77,406022.94,177613.36,588376.15,491624.19
260390,PE,1248491.85,1599239.77,1233861.24,1031671.05,709611.19,1097687.43,919122.65,1075704.02,1060958.22
260392,PE,521092.21,510447.93,1854722.17,866671.71,758858.45,1259261.51,716416.05,836159.68,651280.91
260400,PE,5698055.78,6345257.34,7817695.17,8219462.86,7439079.00,6252165.09,7374756.82,11139174.20,4167085.32
260410,PE,81771825.25,82982194.12,100146990.71,108973411.36,105382854.48,106427622.08,103071372.88,118817519.76,129059042.49
260415,PE,263100.55,468027.05,168281.54,303409.74,298749.14,212705.44,187562.59,349932.21,258780.76
260420,PE,1200520.21,1350221.25,1236892.43,1278912.14,792333.72,919073.85,1237370.34,253132.71,16339.42
260430,PE,517050.69,492904.05,413661.53,441571.46,338732.02,434026.52,381235.31,442413.14,409407.18
260440,PE,348729.68,323807.61,429354.56,372907.39,517636.94,288520.90,308882.17,486767.66,385123.57
260450,PE,2952816.82,2716246.88,1446857.40,1406823.33,1166260.26,1559629.02,887731.11,1577247.07,1660293.71
260460,PE,690588.51,584120.86,601395.09,723944.99,844680.62,819116.77,484578.03,1155103.61,1463263.56
260470,PE,1189490.33,1321951.35,685241.76,686243.35,481999.51,401204.74,357872.17,396075.30,330247.51
260480,PE,477809.84,953478.60,417016.07,219029.85,452081.36,151003.16,181151.94,342660.72,96306.35
260490,PE,315186.99,351158.89,448323.38,400107.40,391460.24,546524.70,597813.74,448540.12,534935.07
260500,PE,660847.71,1085534.12,1295522.63,1796151.82,922658.79,887062.31,1162824.13,1230707.64,1540220.03
260510,PE,7656353.79,7411371.63,3901506.72,3513954.74,4152375.19,5954663.19,3489220.24,4109196.11,2670897.53
260515,PE,461635.00,766467.20,1028068.43,1317803.15,675824.50,652503.67,699162.93,1192655.08,879278.95
260520,PE,5078243.57,4425813.62,5685863.99,3888370.42,4112539.70,3668853.32,5012567.32,3815440.04,1266034.32
260530,PE,1081729.26,1335489.42,1630566.58,1511972.86,1299648.98,1515573.88,1311892.34,1228270.60,182361.47
260540,PE,1057974.38,857018.72,926512.64,882689.41,985308.29,651155.48,1252496.40,1140835.27,1362560.37
260550,PE,264785.85,282153.70,324017.00,226687.63,457439.62,260827.62,264158.16,221251.94,242410.99
260560,PE,3936340.60,3106210.99,1345305.16,1081109.00,1037665.04,1184211.09,1004636.11,1007479.04,1180109.14
260570,PE,8720667.83,5081700.76,3583489.49,10294737.39,8736215.70,6328350.69,4163887.06,6815992.75,3652058.02
260580,PE,406386.58,481876.99,413715.24,422663.70,460566.67,420493.06,196326.55,155141.83,452000.17
260590,PE,941147.67,714233.65,409217.24,501361.03,625377.59,248455.67,406719.12,290326.89,91396.05
260600,PE,20218131.70,36084244.84,20082031.66,24798042.20,20901649.95,20489690.99,21366905.70,26526494.98,26461975.42
260610,PE,654358.25,1686229.32,1637727.86,1392696.03,1369616.66,1160058.95,884930.96,828819.04,1053879.69
260620,PE,7945737.60,15843865.54,33981139.50,40290935.39,43137332.59,18625051.82,31693920.01,20588048.04,16118564.16
260630,PE,370394.57,439136.29,403572.87,343923.07,303023.76,271868.54,197536.87,432634.82,390152.97
260640,PE,20933391.96,16744537.18,21052880.54,19586769.76,19669049.94,17273321.02,21632754.05,24175009.94,27279787.45
260650,PE,309849.44,309692.64,481067.46,654836.02,940284.17,376202.70,482425.55,549421.59,576269.63
260660,PE,840840.64,934491.07,1393174.15,1547786.52,1702611.91,1451880.76,1059477.32,1570029.96,1768820.04
260670,PE,282473.97,307410.80,299900.35,223708.58,202170.26,483881.98,170575.76,121692.52,166276.69
260680,PE,8086144.20,8652021.03,11446259.32,12072123.92,9575945.09,9821987.87,11702558.10,9633155.24,11212478.41
260690,PE,568227.69,551864.78,517244.16,612773.92,873331.20,771030.00,791848.44,803402.32,577768.88
260700,PE,366682.71,347557.62,400710.57,726787.31,338147.88,626335.97,382112.87,440189.60,581071.92
260710,PE,194912.25,208862.50,391881.27,454181.05,340606.27,456820.66,384283.98,645357.25,338679.49
260720,PE,144169878.16,200178638.09,225352912.77,211134648.61,184727320.83,162901253.20,163454623.62,178911150.78,200581045.86
260730,PE,1061780.61,1378196.38,1446464.81,1571519.56,1784589.41,1277407.82,1211291.93,1298313.32,1211965.92
260740,PE,460990.40,948819.71,531814.53,430741.78,545222.78,328266.97,124142.86,261441.91,261139.30
260750,PE,978205.71,1143438.35,1043834.85,1587290.18,732933.27,580309.31,755801.04,932485.77,1390418.68
260760,PE,3030576.38,2830380.62,2624091.81,3686449.69,3647628.78,3059893.26,3704627.28,3499399.92,2900053.54
260765,PE,726852.93,827330.41,1444331.69,1569351.66,944575.85,1066518.36,733403.36,1264299.46,1314438.97
260770,PE,258841.32,204053.19,264379.88,300097.81,412831.67,461913.99,477684.49,922266.03,552667.51
260775,PE,6896686.85,5895256.93,5991727.41,5442711.71,5838242.82,7783160.46,6491843.89,7784334.58,6665601.88
260780,PE,5336782.24,2137069.19,643950.51,1152687.47,370530.12,390833.22,398301.93,577186.47,244572.87
260790,PE,181414400.77,201819507.82,214242174.49,213456609.66,210700499.10,194128045.31,205108228.06,215512306.10,241119722.93
260795,PE,275731.90,140806.45,720604.76,484919.94,325599.09,334523.14,311881.12,241510.71,204500.18
260800,PE,871521.00,852230.61,728428.97,598032.41,665127.91,625302.96,857314.90,457093.30,473272.74
260805,PE,719579.10,695203.99,481400.26,1192005.88,1495255.41,1954773.70,1043758.17,1093111.17,1371229.98
260810,PE,884513.22,801202.22,1079317.11,1182264.82,1245966.82,1608273.05,1632328.61,1326863.03,137131.52
260820,PE,843675.06,599451.48,415213.38,371610.94,344993.76,230150.83,290645.88,221312.47,262980.57
260825,PE,173308.91,104316.55,153934.18,215432.13,358518.24,393478.35,196340.96,208382.44,216101.13
260830,PE,400363.92,354502.56,539935.53,693240.53,497098.24,371726.85,452803.98,795037.63,592651.30
260840,PE,275976.44,234561.71,256445.91,356355.18,265533.28,243880.22,356315.91,391730.47,273126.64
260845,PE,328732.95,270445.16,252184.01,347498.05,395745.99,462565.69,547742.26,360477.50,582267.90
260850,PE,614903.61,635985.79,507528.68,582309.70,277222.73,428125.22,496520.55,410827.00,341938.44
260860,PE,396220.05,368624.34,369745.28,466260.93,302510.20,265025.51,205442.77,246209.02,315866.12
260870,PE,533928.66,677882.23,785359.67,718913.77,393260.88,335970.17,270183.80,303030.91,328138.74
260875,PE,851474.44,1461175.84,658511.04,1901434.84,1097725.05,1191880.07,734389.32,968931.81,1770306.82
260880,PE,1965001.37,1845510.50,1464235.32,2632532.32,2053234.23,2118840.14,2694051.02,2362197.09,2027317.50
260890,PE,3135590.92,4414620.32,5336607.32,4904421.51,4775711.19,5797903.10,4350406.93,6194252.60,3962314.78
260900,PE,709311.14,667464.68,629277.71,664240.54,521029.07,596726.89,412388.78,576477.87,606162.65
260910,PE,526173.71,510970.73,423305.11,514797.43,467968.54,417549.30,273995.98,537565.05,541538.04
260915,PE,516459.38,636793.56,559378.47,522099.68,206826.94,582809.25,397065.36,345544.10,300940.05
260920,PE,377940.33,233032.64,89459.53,346111.01,206829.98,265567.72,250621.62,213299.59,77545.68
260930,PE,558222.77,358500.86,878241.00,544196.25,471936.89,421530.66,526548.26,451142.65,667551.89
260940,PE,3266878.32,4192071.72,4816006.82,6489320.00,4687570.08,4394940.30,4000172.88,3205620.34,5505784.51
260950,PE,2021111.74,1470558.03,2015838.73,1977502.69,1540280.60,1556537.34,1373152.04,1390860.57,1423367.69
260960,PE,90811800.26,95959541.53,103833175.71,115187533.39,93312791.99,92687881.92,92992791.11,116540335.38,117814004.86
260970,PE,752662.26,749910.29,989782.91,825051.44,737771.62,1064829.78,774073.29,966597.20,1345236.12
260980,PE,1095176.29,819991.85,937364.30,841407.49,345582.51,589643.26,398025.05,313725.69,345837.26
260990,PE,5406431.25,5924897.44,4233871.19,5670176.98,3682691.09,2954973.63,2547181.94,3825537.23,3755448.20
261000,PE,10841099.69,7263592.87,13910592.31,11578587.13,7692204.27,9800678.34,6680834.63,5423741.34,5433406.20
261010,PE,235192.08,569447.75,180411.20,378078.47,212447.74,162417.72,121916.02,295034.20,168945.49
261020,PE,566130.23,627826.72,6678864.86,976578.93,643353.85,549059.88,946636.40,750974.13,784612.98
261030,PE,254244.60,237605.62,256717.43,1171494.94,7494228.42,1840488.93,1846052.06,4114886.38,1177308.29
261040,PE,5266950.97,6070887.96,4583850.28,1891458.61,2404904.33,1363438.45,1185273.95,1183714.77,1166782.09
261050,PE,649452.01,816557.19,672045.84,966348.27,1086321.12,1006478.36,507259.69,724140.30,620816.26
261060,PE,2416728.67,4260207.52,6383415.27,6230590.77,4857386.16,3988356.45,3390542.62,4252660.26,5670710.82
261070,PE,54166515.75,57335442.66,62207692.80,67446054.98,59503056.73,58702397.20,60588100.54,66711515.60,69765722.82
261080,PE,679633.89,765222.58,977291.67,869646.78,712080.09,481394.00,469697.02,1057056.64,1160139.27
261090,PE,3186983.50,4075691.22,4807334.84,6670609.08,4731424.65,4267632.82,5703080.24,4208377.44,4421603.94
261100,PE,2542517.36,2154170.27,1947629.28,2840063.95,1990558.03,2104277.77,1466196.55,2009635.32,1406447.74
261110,PE,56388364.85,71180244.87,73359838.27,80781571.61,78229609.78,74619463.96,76482607.92,90696440.87,107318711.91
261120,PE,319822.76,202403.67,219548.93,224540.09,248148.58,285713.41,217177.97,184816.94,327925.02
261130,PE,895034.96,518554.32,903834.56,1286634.42,1716675.66,1459426.30,1117469.72,1151206.83,1380208.42
261140,PE,639515.86,712704.38,249825.10,321597.35,424042.77,208522.06,248516.73,140435.64,128990.48
261150,PE,947406.62,1048841.14,882695.97,747825.17,2525615.15,392102.08,580059.02,410884.02,560459.68
261153,PE,338735.80,310525.52,303117.74,372740.02,398290.29,451737.04,272271.84,303487.95,283414.05
261160,PE,1267603380.92,1457831110.12,1503470044.49,1634006294.68,1523108233.57,1417352618.97,1428841726.42,1483362349.36,1562532145.29
261170,PE,887930.83,810602.15,1054251.06,995196.62,975518.34,725965.13,1564343.54,849369.61,546516.89
261180,PE,3054962.80,2684116.47,1591379.59,1836039.48,1602502.54,1095236.43,1827206.22,1212087.87,1599521.75
261190,PE,1050385.19,1990783.07,675109.31,719332.15,1454436.66,1011046.28,679872.61,699033.92,712082.99
261200,PE,1351322.01,1329293.85,970059.85,2100046.96,1560205.68,1224224.87,1116091.36,1346774.64,1097894.98
261210,PE,290147.60,461335.51,410015.95,176464.04,194662.58,189038.95,283515.05,145205.52,28219.41
261220,PE,23795319.19,22960211.01,22848247.49,24476229.95,19567741.39,15245305.67,10183452.57,14468035.44,14738033.46
261230,PE,433891.08,314030.98,288480.18,415929.50,783405.76,829355.17,533789.35,367741.51,445347.97
261240,PE,963457.54,1110488.19,826592.53,1290951.16,1248622.30,1181749.70,898239.55,1184976.59,1066981.44
261245,PE,351896.75,434919.50,292595.05,319001.06,279398.72,354258.28,532421.64,604507.93,469767.61
261247,PE,265428.80,241781.57,253694.18,386377.47,375557.32,339567.28,401511.18,336221.56,293728.47
261250,PE,7865717.40,11104178.60,12031841.06,13148589.66,14942369.15,8821585.93,17719080.69,16667227.74,9442451.39
261255,PE,358109.75,341330.98,497536.96,409644.56,330430.46,446249.86,574352.81,670908.65,515663.87
261260,PE,3448046.09,2580477.81,2761685.38,4756070.55,2317838.49,2300919.73,1551854.41,2472518.97,136060.25
261270,PE,251372.43,204193.67,213947.30,286049.42,241164.80,203030.54,401946.52,275799.68,285670.24
261280,PE,486545.59,500204.66,471212.21,372015.19,578017.11,479253.09,345181.95,367747.00,340370.78
261290,PE,305580.99,309139.96,563470.98,1170175.39,994200.94,1470071.10,1308242.46,422422.54,464848.19
261300,PE,2287776.19,1165551.18,2031016.22,2037020.17,1690727.67,1563353.88,1950677.34,1975213.90,2047938.38
261310,PE,1416013.96,1626969.04,1260256.69,1945818.93,1509952.73,1821563.14,1351077.95,1336450.81,1231429.67
261320,PE,491057.95,632272.22,988977.24,1674675.50,1023566.39,525501.96,759177.64,1238192.90,813323.48
261330,PE,749713.58,739826.11,681321.93,820124.81,615628.97,606578.98,711502.83,650851.66,775118.57
261340,PE,2111641.41,2249878.33,2009455.59,2136912.78,2002327.49,1910353.22,2499394.79,1874630.22,1384132.31
261350,PE,4636117.16,2686746.07,922836.51,1384218.59,1243835.10,1532693.36,1229451.34,1617265.31,1726054.16
261360,PE,1790756.22,1854186.59,1840238.18,2314538.77,2008713.63,1764267.94,1997422.05,1997004.05,1957261.65
261370,PE,8981894.99,12193853.64,11747937.40,11243997.89,11457728.74,9884168.70,8470393.08,7759721.96,2046238.26
261380,PE,745872.89,426306.95,484568.81,755911.38,585611.28,645699.34,726852.08,806037.93,809492.89
261390,PE,17191344.14,14688485.03,12066732.30,13285268.59,14309959.17,13075767.71,13575273.73,15054448.93,17451451.71
261400,PE,540185.43,491507.04,974650.59,1089442.09,934138.26,893459.39,472674.83,41652.09,424030.46
261410,PE,4150262.19,6869488.30,3533436.87,7195480.94,8979643.26,10092482.57,3653478.09,10966422.70,29267156.95
261420,PE,2522336.82,2713786.05,2766654.80,3036671.64,2242408.67,2031691.85,1915409.13,2196780.24,1524761.46
261430,PE,466372.70,930620.31,459972.55,371468.25,287723.76,360272.05,523036.06,443571.08,413125.91
261440,PE,128295.01,259813.72,344932.06,342940.52,399306.98,361743.36,225232.72,227648.00,246681.30
261450,PE,3841830.61,4088817.95,5105633.81,5254992.04,5545517.26,5145531.68,5085190.61,5219976.10,5213009.10
261460,PE,870664.70,1150125.31,990921.00,1203544.49,1429479.68,1149252.45,1291993.43,1349812.96,1092680.68
261470,PE,448632.70,521174.57,1064406.91,1925711.66,913606.99,1443336.35,1089481.40,924211.89,629735.04
261480,PE,869368.82,1155151.98,2659707.63,2813111.11,2042117.71,2418966.90,1085979.63,2442938.00,1680945.19
261485,PE,7075451.02,9171452.94,8670325.20,10012783.48,10155091.21,10344177.84,10295217.23,10914907.07,11521037.76
261500,PE,1647155.24,1056080.81,703046.26,1759711.73,1504290.11,1441463.06,1437621.75,2151151.38,1659711.57
261510,PE,140585.70,174611.44,225042.05,204391.54,85539.66,169455.09,226239.50,167332.71,195662.33
261520,PE,1222341.05,750772.92,303626.74,435263.08,696851.06,336788.34,290400.36,447526.07,242102.27
261530,PE,2994472.63,4895913.42,3181265.48,3418692.67,3363659.22,4033750.84,4119957.83,2905871.23,2801664.07
261540,PE,1446678.75,1509674.63,2878333.44,2753361.24,2732634.23,2743384.66,3998784.19,4175704.71,4095423.86
261550,PE,242078.95,218414.09,155937.51,138939.14,387691.06,345225.01,277882.29,206930.70,148585.82
261560,PE,1582646.00,1077323.64,947769.54,1205416.09,1783547.89,1313662.08,1162989.10,1073862.77,831236.05
261570,PE,1033852.45,1078058.02,1230205.53,1420702.10,999190.47,1271536.39,1280507.52,1278486.49,1041142.14
261580,PE,823974.63,1053178.36,877343.64,977964.96,468933.30,344951.59,368208.77,493985.13,595252.10
261590,PE,447747.15,517697.25,478289.40,455167.73,421066.37,400522.37,416206.02,491261.83,525060.11
261600,PE,448177.51,602560.55,606412.53,1074492.84,961823.72,2258694.57,457962.41,1104081.94,921753.47
261610,PE,2459426.03,797508.25,225260.85,558656.35,654829.54,544371.18,419578.47,693471.14,535223.04
261618,PE,259053.92,197444.92,344601.06,385646.63,178670.35,175507.33,110571.80,356836.05,148012.31
261620,PE,631598.23,1207834.81,692369.74,663353.03,719201.59,836640.09,671154.19,898440.28,824672.03
261630,PE,771017.17,936716.14,1528250.75,1550102.51,783638.67,1037523.78,744726.98,512905.75,528951.49
261640,PE,11637121.71,13402384.58,24360167.06,18842780.96,16753593.14,13281653.03,18512114.64,24446175.09,9032897.86
261650,PE,2479764.66,741165.80,739724.71,847600.50,2099174.72,2632924.76,1413733.20,827120.39,613561.42
270010,AL,5613012.49,6989524.85,2273234.99,565791.74,660605.96,724945.67,620042.18,916383.34,507879.92
270020,AL,357555.94,483271.30,145527.68,221941.08,264590.48,851164.98,508313.11,573725.46,457575.82
270030,AL,23995054.73,29935769.52,31963738.62,35759979.82,35986278.68,32248286.26,38267554.25,44768655.93,42398448.91
270040,AL,2103729.81,2206537.33,1463483.57,1586016.08,1781611.61,1448309.61,1631407.43,1066163.49,984555.81
270050,AL,929026.37,822832.73,1128544.02,1011225.09,792921.61,422948.74,1021254.44,796646.20,941293.80
270060,AL,8326703.77,6565458.22,6858653.87,9606348.86,8675306.08,8898414.71,8467679.81,10658874.88,10208484.91
270070,AL,465559.25,1014836.47,1389923.62,1156516.13,1502874.45,890448.66,541201.14,802010.24,820966.70
270080,AL,58201.24,226017.79,37622.28,114946.15,125055.45,153791.83,126884.95,82847.45,301818.42
270090,AL,139691.05,218568.37,107972.13,131863.39,84110.63,112191.42,182450.07,115905.54,346267.35
270100,AL,2650115.55,2316015.96,1545758.69,1939828.64,1242587.65,946642.71,1329234.37,1763043.45,1139964.91
270110,AL,1090514.82,1098280.64,399555.05,271506.16,209678.03,525880.87,246700.98,152646.55,152446.39
270120,AL,127837.52,132967.36,89247.24,232434.38,124264.53,184011.97,187784.67,217533.25,250374.44
270130,AL,894291.53,1094077.70,360638.16,328330.34,343389.31,386225.99,367695.19,190202.78,309359.66
270135,AL,111640.08,62652.31,81054.20,43444.86,30678.67,36915.43,73041.61,164456.50,4459.89
270140,AL,834873.24,955718.81,985323.17,1523338.47,4689005.26,8656389.01,810349.94,1597906.81,2667810.59
270150,AL,272165.10,346996.36,152402.83,195167.48,136263.47,139822.54,137679.76,116497.28,56619.65
270160,AL,930295.03,694683.90,901444.53,893748.94,976839.10,897463.34,1326381.41,983987.20,470364.45
270170,AL,1019047.01,760655.03,488388.48,542704.18,426030.57,321268.93,369790.51,314726.80,380987.55
270180,AL,117605.74,112109.88,71644.16,163720.50,208446.79,129743.28,60741.84,193741.80,342916.44
270190,AL,351740.53,88349.90,129979.66,193090.56,232107.45,356231.71,94024.12,80940.99,142451.42
270200,AL,204150.46,325092.63,319884.59,226627.31,324248.51,252075.75,226823.07,163837.84,333131.23
270210,AL,611827.31,403699.55,418594.78,360349.45,314974.67,297797.95,509749.43,276520.23,442946.85
270220,AL,236519.53,239278.28,365897.74,309634.74,173833.80,234187.79,348418.85,256386.38,287942.91
270230,AL,4078655.08,4792702.50,3949674.38,4494031.47,3871646.37,4044990.55,4134274.01,4377293.11,4196281.76
270235,AL,659228.53,746822.72,1277659.63,689881.67,272700.84,419270.86,586187.58,853748.75,1655959.81
270240,AL,4392213.16,2921024.98,3321327.35,4456629.60,3588241.24,2698207.69,1995555.78,3252616.06,4615656.74
270250,AL,463380.32,328122.16,392264.73,374257.47,379369.24,492227.32,710242.76,761257.97,710686.73
270255,AL,287185.59,164612.28,120199.42,344920.87,579327.40,292732.18,322326.79,419571.64,195975.31
270260,AL,164933.60,580587.10,530142.36,651380.45,543355.79,400271.32,245919.26,51102.92,335991.38
270270,AL,120283.26,109899.26,58758.17,394309.79,94185.89,123031.67,46785.15,154585.60,59250.77
270280,AL,759224.54,692248.91,1082188.38,1194126.04,490081.92,643765.17,417872.88,610325.71,147445.61
270290,AL,915140.72,2195337.51,1287116.59,3705202.62,1664235.46,1414113.32,2742739.23,52771.45,38296.18
270300,AL,521820.46,495714.39,386942.36,426892.20,256228.19,267867.56,407229.90,440008.21,414031.27
270310,AL,423671.70,454747.75,674094.23,1708754.18,888669.73,1072540.01,1121753.00,101411.55,886897.82
270320,AL,357643.26,681096.74,4427997.98,1314393.53,856948.26,947976.30,450330.16,845115.40,824528.13
270330,AL,2764951.45,1725007.73,8976695.75,12358700.33,4151372.00,1089329.85,1026000.97,905293.79,593363.45
270340,AL,243415.62,265181.04,258647.11,277684.72,117558.59,138589.43,138178.47,117750.97,56771.55
270350,AL,641795.70,877989.82,331105.28,400299.25,117340.69,17046.02,61841.78,80028.68,93663.76
270360,AL,442294.31,701311.80,1292622.03,499469.82,351787.77,382266.31,618764.82,1783363.26,1726594.07
270370,AL,365136.29,103543.46,101659.02,119966.90,117354.70,127663.90,87986.78,125849.29,152990.32
270375,AL,3541871.44,2634303.20,390299.94,673921.79,263625.03,385246.88,304427.28,1286540.20,1709444.64
270380,AL,1680547.59,1465791.73,993044.23,707006.84,577178.02,333731.71,425243.03,539220.14,654497.66
270390,AL,252401.83,229278.20,634280.47,101355.69,58178.41,64466.18,495613.63,225194.12,32632.47
270400,AL,3470849.36,2495444.21,2098041.52,1529551.79,1594213.17,1404282.85,874195.04,652042.29,905373.98
270410,AL,552292.38,794901.35,914122.03,1198847.92,357388.58,356017.08,140148.11,473543.94,472319.75
270420,AL,238900.59,280006.89,255118.46,540369.89,490070.36,298266.91,731284.10,90654.73,1446129.55
270430,AL,384371136.30,377392370.37,391044678.66,421888892.07,396880759.49,378655126.09,403492358.49,443781686.75,467109924.71
270440,AL,597261.72,450591.13,396292.69,334988.53,293871.19,365882.06,811155.61,384263.16,469843.62
270450,AL,5971310.77,6380283.33,3934175.37,9246511.56,10408577.04,9490864.36,8738476.14,11924207.04,14368871.54
270460,AL,642523.10,550803.18,393569.48,663326.94,493714.10,519382.35,500827.43,713638.25,20783.71
270470,AL,18088485.24,22512480.90,10928929.57,21019580.36,22423913.94,16969528.06,19902709.01,22622975.35,24433771.16
270480,AL,602489.71,749332.22,384791.87,443290.89,520287.36,526191.82,489583.33,416931.91,684266.61
270490,AL,129327.79,146311.90,106042.88,399841.64,86342.72,228221.19,182469.43,125312.66,133881.79
270500,AL,330313.88,327943.19,577953.40,518360.84,330503.42,392528.58,1790648.83,607088.38,597303.63
270510,AL,1344234.43,548590.13,679617.09,824497.43,496053.74,399814.29,959035.36,786054.25,823209.15
270520,AL,404053.30,332257.79,463511.92,620797.50,1236546.54,1572340.78,2745750.12,1271904.09,995393.50
270530,AL,193590.57,161220.94,177427.28,150613.75,120798.86,164025.39,260221.17,380381.46,398918.35
270540,AL,411213.59,393562.59,293937.23,327952.23,145699.89,60595.16,78596.62,206837.95,133516.38
270550,AL,5049062.94,3746159.68,1436172.03,1658650.37,1133511.47,1353751.39,1129609.14,944483.52,1219605.19
270560,AL,1655504.29,2071699.56,2969463.07,826743.61,771651.82,161248.27,160469.57,345060.39,17421.87
270570,AL,774762.84,663243.20,834246.37,1110330.62,1053329.87,1177407.68,1124597.62,1028586.54,1042041.87
270580,AL,270372.02,1287365.44,2731071.08,1033623.99,1474966.98,1016442.89,83745.97,198907.30,108718.16
270590,AL,133936.78,185196.64,851209.30,157055.87,233727.48,259247.07,222661.18,56211.81,10937.77
270600,AL,157110.18,227910.18,228973.27,432649.39,275780.63,279703.92,248097.35,405567.86,419732.80
270610,AL,354290.97,596749.72,530594.03,352455.05,409290.65,592612.66,303838.83,772843.03,334575.71
270620,AL,47943.54,62732.68,88854.59,79031.65,37626.49,41150.76,27769.50,30914.01,49609.78
270630,AL,4275277.45,4312322.10,4791594.47,7141457.99,5831235.85,5609227.65,6388122.43,6330734.58,5443392.72
270640,AL,493243.70,516745.23,706762.10,631177.11,479368.89,1203640.15,136793.64,936953.52,398347.28
270642,AL,616537.28,402913.38,302578.61,755535.16,665408.33,815508.29,206580.83,223301.71,111393.24
270644,AL,552437.66,372271.60,450966.30,906062.14,901687.06,768571.74,1448940.37,900815.38,1152025.51
270650,AL,84115.00,499294.94,367930.57,1795849.77,1228143.79,781981.09,934781.57,753697.23,1026040.05
270660,AL,695624.74,582585.53,351702.14,236208.02,100455.79,65962.86,66565.26,220903.74,291254.28
270670,AL,5009672.79,6272025.73,2818845.64,3253113.56,3031913.38,4411108.06,3901452.17,3535360.67,3662450.95
270680,AL,291871.10,343418.03,390710.20,543758.91,485412.55,646785.81,348635.89,429977.76,619983.74
270690,AL,9699310.84,10360625.88,6393112.89,7098743.09,7702508.04,6653262.33,7144518.02,7425038.14,8130305.26
270700,AL,90745.50,151950.16,51860.93,42889.18,54561.17,33921.48,214029.91,152089.65,97149.00
270710,AL,937504.46,863048.58,909090.27,1357443.50,1032541.73,891268.90,842674.40,649013.74,822568.98
270720,AL,227573.60,121211.34,422887.23,580958.30,400310.57,459072.35,637464.03,408930.40,138231.58
270730,AL,1660971.58,130269.30,775109.89,1002781.59,841860.95,782006.52,1310297.38,267155.58,346885.88
