codibge,UF,own_2011,own_2012,own_2013,own_2014,own_2015,own_2016,own_2017,own_2018,own_2019
110001,RO,2135551.35,2609966.32,2281018.86,2239028.41,3274626.18,2788627.57,2625922.89,2716265.90,2850873.43
110002,RO,22726773.53,26885904.15,27579877.96,26604087.36,27589173.12,25771951.77,26098555.00,30234273.69,33737509.36
110003,RO,543111.64,1039111.45,619625.82,982178.90,679662.18,743204.12,718604.73,1009173.11,963384.25
110004,RO,19168014.17,23304927.74,26924380.97,31164639.51,31239015.27,30965047.51,31851574.10,32891106.79,36940505.49
110005,RO,2808772.57,3156942.11,3409874.69,4419045.83,4035354.55,4104386.96,4076604.99,4614002.65,4853121.65
110006,RO,2478704.20,2681597.12,2934976.94,3540173.32,2552927.65,3000897.69,2751661.60,2660315.89,3169213.55
110007,RO,1205284.36,813035.89,1254753.65,1443320.57,936804.36,1038693.34,1376984.23,1403868.21,1450715.86
110008,RO,1990715.69,1118677.69,922010.23,855070.80,1117842.59,840600.30,1233857.41,1106090.98,1527840.15
110009,RO,3125080.53,2997880.49,3100838.36,4308022.73,4761974.99,5289237.18,4452631.59,4404445.95,5189452.42
110010,RO,4400591.14,4278487.32,4998111.10,4991607.05,4693846.85,4305628.94,3981004.92,4213059.05,4421248.92
110011,RO,7900020.65,9176294.14,8204266.06,8268952.93,7131039.14,7500821.50,11214843.18,13911981.43,14690685.44
110012,RO,27051178.04,31951242.95,34050679.85,36313899.41,33446074.69,33088597.34,33058482.32,35625829.31,38324573.57
110013,RO,2775674.87,2622247.13,3120488.03,2937595.54,3324901.14,3452525.65,3954612.14,4693597.07,4866202.71
110014,RO,1529758.56,1990000.14,2341554.91,2254146.24,1766638.59,1566215.78,1975202.67,1425615.04,2718342.74
110015,RO,6758601.28,7625496.51,8043243.23,7977745.43,6450504.88,6578278.25,7018251.94,7350206.02,7858130.37
110018,RO,8124932.43,9393123.37,7749905.38,9931475.39,9987092.97,10759569.46,9123194.39,9107150.89,17049496.61
110020,RO,349360239.43,356771152.66,336522494.85,336254159.77,274920364.06,201645488.21,194843530.47,203830685.47,186368165.25
110025,RO,2767323.52,2827802.88,4280001.48,4170057.42,3643387.65,2978930.75,2696138.25,2942988.94,3560932.49
110026,RO,322080.48,560750.32,425981.68,956055.53,783827.78,531154.27,512138.42,509220.66,974305.59
110028,RO,10592323.19,12690113.35,12555447.15,13917824.63,13294327.89,12365757.56,14087923.55,17497664.92,18123189.88
110029,RO,1053899.97,875146.30,1121771.50,977805.69,1387568.59,1119430.55,962629.25,1407265.20,1736015.05
110030,RO,22426113.80,24553806.55,28127254.66,31700023.44,31242585.44,30197233.71,29651057.99,33882463.11,37990304.05
110032,RO,2835536.58,2361666.90,2297813.39,2026034.40,5033750.97,2742155.90,2542605.08,1265464.14,1217249.26
110033,RO,2097877.24,1728695.18,1546340.73,2345685.58,2374696.44,2204813.89,1698695.07,2034306.93,2591483.19
110034,RO,2134182.76,1644021.56,1345331.48,1672542.53,1330380.71,1492490.79,1443627.11,1569078.71,1692702.79
110037,RO,497346.94,600874.61,594974.26,973403.58,1044089.28,766779.74,780555.07,1167533.93,1097288.04
110040,RO,1453677.02,1564328.89,1656967.97,1286192.48,1218516.89,1634826.83,1180222.84,1372992.34,1459082.67
110045,RO,3496871.79,2996071.41,3224689.28,4941054.78,3423017.33,3953294.23,4305737.31,4485214.75,2730481.91
110050,RO,660957.29,448378.64,572025.54,805976.00,505719.95,683655.75,849234.26,887146.42,507162.83
110060,RO,858390.03,826454.68,1026900.10,2134136.51,759837.24,604611.24,557608.02,749462.08,692364.48
110070,RO,1048059.22,897119.13,793396.12,853908.41,939194.02,690084.80,1155761.62,1195993.64,985416.67
110080,RO,2352852.59,2329380.32,3295611.95,9053119.41,4603027.00,3056384.59,2220212.40,3188074.53,3323179.95
110090,RO,1349833.75,988838.24,1047805.88,1178163.20,521436.62,476494.83,255120.60,388907.22,295523.02
110092,RO,1975291.07,1878721.75,3139582.09,3440730.17,1442909.97,1857273.29,1608251.99,1474800.38,1712468.90
110094,RO,1513685.16,1139738.45,1019519.35,1087945.83,1496141.31,925424.27,1133537.72,1215826.64,1437526.13
110100,RO,730500.97,624942.95,703718.59,840158.84,1005279.81,916856.67,1202669.66,796496.85,1201843.97
110110,RO,935143.00,1496745.36,1464622.62,2673926.26,1819458.08,1211799.21,940610.92,1186536.02,2623867.89
110120,RO,543476.29,842352.29,692377.38,1072241.54,909180.26,843272.21,668806.06,805440.51,749262.65
110130,RO,1021588.36,1166415.03,667697.29,745579.30,657420.95,756820.13,888171.86,1202128.35,1207748.79
110140,RO,1223211.27,2501311.23,2513181.01,1684391.41,1459827.94,1156338.62,1201534.36,1237910.20,1412931.28
110143,RO,853873.50,532824.93,592435.65,657969.43,548065.30,532781.33,579158.13,728106.92,985188.37
110145,RO,410606.54,365502.72,305146.33,1120338.16,367444.77,688777.06,370464.67,601565.84,440301.15
110146,RO,179995.34,217820.11,313969.94,861715.31,382637.55,500841.58,595254.28,497138.83,467118.44
110147,RO,347461.01,534705.03,306024.84,367431.77,206140.90,326332.89,305283.10,302306.51,455979.76
110148,RO,389232.34,281433.38,366578.10,597475.72,402103.78,480372.17,400374.07,393219.10,506925.09
110149,RO,6072653.84,2890262.03,2773539.11,2863074.83,2752725.16,2591764.66,2512607.10,2898949.11,2601825.69
110150,RO,1914946.89,2374871.11,1530225.98,902746.84,1291610.00,1180497.49,1193178.83,1549487.70,1078412.92
110155,RO,850895.33,534221.59,466744.96,743279.12,486822.60,557356.84,541442.32,725645.39,776782.13
110160,RO,828457.16,999890.91,847830.88,742887.95,750366.85,800904.68,469673.87,789736.00,766214.85
110170,RO,1862016.36,1487023.08,1552329.28,1495840.49,1463924.83,1526528.44,1484960.74,1753487.34,2008147.06
110175,RO,740098.24,689941.24,577837.12,565421.52,381216.59,532681.03,561644.46,778682.17,797256.26
110180,RO,880172.06,993670.03,734577.90,616192.31,580858.90,467979.82,566363.71,808372.69,671653.39
120001,AC,484949.76,771709.06,928039.59,776648.66,453667.04,433883.45,992764.00,835155.83,1058257.99
120005,AC,1058627.71,447871.69,425911.55,617676.78,624249.78,388956.34,621770.23,470171.42,551465.63
120010,AC,647740.24,1765933.79,1513336.85,1691217.35,1318934.42,1385787.87,1901810.30,2902240.81,2737005.96
120013,AC,432255.27,557299.61,612255.58,551712.24,379332.00,296987.70,48283.32,144302.43,646752.06
120017,AC,434227.32,692274.20,755032.63,753465.71,649159.75,864490.55,807060.31,457039.55,570723.55
120020,AC,13068754.40,15709139.05,19328183.88,13718433.19,10256012.38,11925881.21,9636496.46,9905018.66,9368761.10
120025,AC,972552.99,1452107.42,1620727.29,1714141.14,1371207.47,1097630.52,1401745.47,1918994.61,1760020.79
120030,AC,3822560.79,2240104.02,1779874.43,1566246.63,1356537.32,1981867.55,2850313.59,3150237.69,3588692.96
120032,AC,317231.77,298037.89,305944.42,517183.02,357439.57,450780.41,534620.78,320546.35,560853.50
120033,AC,580921.30,1009018.58,871252.45,815599.05,611816.10,634975.33,617630.30,844403.02,704161.04
120034,AC,2088674.61,1859217.31,479733.28,450151.55,1088404.15,1398845.62,1262417.56,1201597.14,804868.10
120035,AC,364908.41,435995.01,523065.76,437032.36,420722.98,610097.40,982539.34,408822.61,497023.21
120038,AC,308646.21,707288.39,1009681.07,670914.78,689221.96,887500.93,1069030.03,1251406.21,1048965.30
120039,AC,205008.40,456197.00,272780.69,312397.92,285029.15,330628.36,785437.13,496774.29,305599.03
120040,AC,79510673.47,86727218.43,98091171.61,118000781.91,109304354.69,107731854.82,113756105.31,131825806.94,122399332.54
120042,AC,385582.20,660501.65,520227.78,372489.06,485553.33,409196.69,544023.25,472992.02,396611.67
120043,AC,186704.26,260011.99,214611.03,195392.87,367123.76,350841.25,208233.89,138809.74,308214.62
120045,AC,950863.66,2001236.98,2889433.45,1931121.88,1075749.58,1171537.41,1414703.19,1727487.57,1443039.16
120050,AC,3768183.74,2890043.87,2330043.19,2902944.27,1969949.61,1883403.86,3199001.89,3583377.80,2625727.80
120060,AC,1972516.75,2125136.72,2205675.72,2427232.23,2917768.40,3480091.25,1986067.60,3789666.49,2099025.33
120070,AC,755338.58,1300904.64,711000.81,1354087.48,1001762.27,1119114.96,914061.77,941057.07,1363670.84
120080,AC,1092788.82,1505057.60,928201.98,950700.20,962393.18,786565.21,794805.35,952001.89,849122.71
130002,AM,346708.49,262914.96,169554.94,542922.21,285990.45,149652.91,66792.75,231682.20,1787.86
130006,AM,239034.48,305342.97,197684.90,183396.09,182643.09,204993.11,118907.40,158012.82,376890.41
130008,AM,2978960.77,664843.38,448730.64,512436.54,1125180.01,871214.14,80708.11,502491.75,313453.32
130010,AM,671798.94,426585.27,811236.09,407729.24,121602.81,146271.19,225204.13,607673.40,488834.49
130014,AM,453921.86,357607.59,640219.10,934390.93,619027.71,597969.64,516314.83,711541.18,737750.37
130020,AM,146086.09,369031.04,517356.63,596111.20,537221.36,570183.55,570098.02,1711.59,264778.22
130030,AM,1910082.54,2151490.72,3017006.30,1156315.49,1292844.92,397990.62,790875.74,1675468.85,1079709.30
130040,AM,226847.02,799465.65,1592619.12,1269103.48,785560.79,618601.15,356716.70,532423.08,514857.28
130050,AM,1673835.44,1002891.19,948471.51,1686456.94,1164575.24,801000.69,296440.62,419315.20,528413.43
130060,AM,1881286.70,1456527.92,1077694.82,1471553.20,1092035.20,936600.23,910244.71,1428846.67,1886532.82
130063,AM,197272.47,121793.80,306797.12,587792.14,259958.75,234020.73,140301.99,270437.94,308128.70
130068,AM,332968.09,421330.64,492913.79,626765.75,380704.78,220384.02,425847.60,319871.72,376147.99
130070,AM,1179372.92,1107967.63,946454.20,1516078.02,888131.87,500027.64,1134944.65,937553.21,1146627.74
130080,AM,972966.17,931440.15,1007530.68,2252920.12,1480131.30,1552806.68,771090.71,1190250.21,1140829.78
130083,AM,330034.17,323479.21,661804.64,576115.53,350944.21,262891.44,354729.60,758637.99,290754.10
130090,AM,1396450.95,968331.73,536819.84,606371.18,621399.17,769416.98,492511.17,695418.57,53826.42
130100,AM,2197663.94,4310630.95,4362902.22,4308610.15,1008806.18,937061.46,984603.72,1765183.97,3437674.28
130110,AM,1516602.13,1788908.69,1976032.75,1565950.44,1594172.61,1316471.88,706415.35,2909164.95,1973096.02
130115,AM,1112601.85,1469352.65,821462.25,1215155.45,1245263.94,929336.26,168176.24,739413.01,467393.69
130120,AM,59272969.98,47903093.05,58213941.81,43783959.84,33875232.20,27094464.43,25854685.04,31190157.81,28648683.02
130130,AM,5057099.69,3069607.15,786432.80,638029.18,811341.30,553978.81,563411.35,803396.26,1051864.09
130140,AM,682982.78,505196.30,72631.52,1000119.42,602382.19,363142.19,593424.48,1511590.71,945897.46
130150,AM,242611.93,262811.15,572629.25,900984.43,193563.88,228866.53,389731.80,458394.91,476518.09
130160,AM,472006.36,922386.72,860593.80,2016292.42,939309.82,577291.76,581590.58,916803.53,647656.05
130165,AM,256583.08,684283.91,523622.51,307192.76,434166.64,349723.51,258663.85,959001.72,234267.35
130170,AM,3670409.57,4013569.15,4179833.06,4851848.61,4185390.51,3459949.22,3337698.88,3879063.44,3790962.11
130180,AM,701721.64,586674.08,1115003.84,1034585.72,489431.55,163343.51,225562.74,395496.62,274432.27
130185,AM,7535125.91,4390082.96,4513276.02,8175013.66,8083130.78,6630026.05,4708900.95,5053081.48,4363592.26
130190,AM,5116006.80,9566572.71,13776651.81,16548195.84,13200541.73,14487227.89,16232858.53,15151084.75,15949308.98
130195,AM,410704.62,422054.33,342316.35,834755.77,767548.67,375950.44,670425.70,1002761.31,166549.23
130200,AM,2635148.04,6176958.01,6286237.36,1217691.56,751339.91,290927.80,400764.96,583241.91,301901.36
130210,AM,285342.63,268049.75,537589.12,434302.14,343841.11,253365.75,264874.30,200319.47,173128.05
130220,AM,728462.46,1022882.91,1410960.44,1680611.44,1010699.55,463704.77,298767.90,321901.64,419343.23
130230,AM,411316.86,572621.20,727172.35,693428.70,860927.64,354998.25,287993.57,362525.43,457880.35
130240,AM,1101025.80,1545977.01,1663542.63,2000033.16,1981277.33,2626252.98,2579258.34,6361.61,6769.87
130250,AM,3817223.33,3942821.52,3932279.58,4558728.39,3632447.48,4050693.65,3050825.58,5097859.98,3399095.22
130255,AM,615485.22,541189.37,821129.08,762247.27,459522.17,314510.22,891146.79,590903.20,532844.50
130260,AM,866052805.31,965780757.26,1050010710.74,1125665241.70,1047254771.09,926629842.70,981661814.09,1011245124.00,1074013608.33
130270,AM,1759261.89,1879381.55,2273850.27,3261023.85,2257527.25,2932066.45,2240711.67,2943104.74,2451979.66
130280,AM,385284.06,338180.43,207085.25,537914.20,471437.06,236944.30,234016.29,622122.89,601861.73
130290,AM,2627549.04,3436318.26,2340002.09,2637819.16,2646720.75,2017107.32,2306752.20,5187588.31,3985236.06
130300,AM,1141811.88,1319549.69,919806.10,536740.15,312428.95,315854.38,333223.26,378390.75,14936.59
130310,AM,536192.10,435963.99,1440647.68,1498183.50,1082326.25,677163.16,722762.88,667083.02,707966.64
130320,AM,323627.95,325540.28,113881.67,1019581.60,869482.76,1111048.37,974723.02,1075501.08,1105097.96
130330,AM,668534.09,612924.98,368379.33,563423.70,529151.43,530244.34,683126.36,673673.75,861950.59
130340,AM,8268021.53,8152783.44,8913867.48,6667786.76,5413288.61,4730026.04,4608711.37,5182291.59,5417111.75
130350,AM,523718.22,397705.01,313598.51,80818.23,198169.73,190545.19,151538.27,325833.98,626771.95
130353,AM,11064291.11,9361290.51,8113310.79,10942090.48,9408518.87,10894771.65,9788426.25,7542109.71,8147783.61
130356,AM,3839935.54,2658710.85,3468999.62,796538.28,976188.78,1743255.60,2678873.21,2925685.47,1570390.87
130360,AM,317081.25,255455.82,403867.91,161306.40,26865.12,29552.56,67416.84,472101.25,197859.35
130370,AM,445430.84,436397.33,683519.92,1124093.04,509324.55,277567.10,355407.70,671200.73,11283.12
130380,AM,714521.88,1472703.95,1919736.77,2228775.29,1603679.51,1164682.40,1695863.11,2002821.65,2387798.78
130390,AM,1092680.13,1010316.49,812128.65,1147756.18,946355.50,780772.07,517931.32,644511.72,733599.83
130395,AM,520820.12,1103403.68,886238.44,750276.30,724719.15,279849.30,282966.73,280858.27,202172.88
130400,AM,2053858.36,7893981.99,6693648.14,506168.90,622206.24,578171.26,394134.17,582025.64,808478.94
130406,AM,3783245.51,3198887.56,2368697.09,3598067.54,3953563.28,3578194.79,3542677.75,3529913.06,3988201.93
130410,AM,307663.59,499433.88,366894.71,1109398.96,540613.41,151078.62,372993.48,252907.64,610898.09
130420,AM,6910050.76,14898676.73,8193129.44,5882625.09,3908774.02,3470427.46,4847902.23,13979045.83,8281091.32
130423,AM,639664.80,310451.44,461074.04,591058.52,250776.42,418647.01,172270.81,885879.07,1025.74
130426,AM,141632.51,187888.97,220811.96,365834.99,135408.50,250335.43,299734.76,639337.71,512589.23
130430,AM,5853339.85,7701875.25,2699717.05,845518.77,534957.55,384824.34,669670.94,721368.18,782435.87
130440,AM,683678.05,499709.31,732946.03,334868.70,357717.01,382769.69,347567.97,407730.59,385024.86
140002,RR,1257577.40,1510599.01,1071665.58,746390.70,632972.93,1321606.34,1126477.58,1187467.10,689265.81
140005,RR,919518.38,934108.07,1106890.63,1675747.85,500751.60,38760.40,986280.11,992023.95,1126929.74
140010,RR,97001313.57,99617577.01,102882161.03,110174763.09,103783586.13,103062703.65,106830407.03,105721466.72,41463394.45
140015,RR,552025.09,798725.82,1949160.92,1524095.92,876357.12,1594975.04,4343537.84,2841495.79,1922744.45
140017,RR,1941689.90,1108871.58,1443388.58,2027202.94,2273477.65,2397804.54,4010870.29,2618592.95,1354392.83
140020,RR,4748297.67,4935716.93,3257331.34,2442949.26,2470103.54,2277994.70,3535277.60,2876671.07,1837640.06
140023,RR,531436.46,395234.09,1018295.89,1483101.63,565465.11,878685.91,932663.65,1963258.25,510431.50
140028,RR,97046.49,322194.43,1156785.43,424142.63,396344.62,353951.60,965461.67,709581.01,486809.19
140030,RR,2038410.93,1975649.41,1515154.41,1641910.65,1535601.85,1544686.52,1634965.20,1530836.28,1289517.42
140040,RR,252473.39,18446.90,418427.12,379338.33,323518.05,571498.66,989233.47,668359.50,590268.64
140045,RR,402952.78,677406.77,1327438.18,1312173.54,696540.72,1094105.40,2516060.93,1944649.76,1450422.90
140047,RR,1291076.61,6084347.04,3326611.06,3956135.27,2952074.81,2257474.23,2806743.80,4258814.57,5398065.82
140050,RR,433160.38,1305110.15,338458.38,661341.49,467088.23,341060.36,469825.11,544817.90,983094.65
140060,RR,758585.22,973672.08,723026.98,882736.88,1091690.16,835168.18,851036.33,666796.47,724436.98
140070,RR,75603.44,368882.86,163473.79,103108.33,38279.89,33618.62,34772.38,185511.47,89986.68
150010,PA,4700170.09,4690156.66,5519526.74,5099224.15,4616282.98,5223241.23,5697122.50,5374094.71,5225618.53
150013,PA,217313.92,136472.57,185947.22,898195.72,401826.73,356425.32,630440.39,311182.08,369074.09
150020,PA,3348004.91,6435226.29,3808159.88,3974934.91,5537649.93,2425367.68,2343340.14,3457882.48,5810656.57
150030,PA,351966.73,829508.67,639339.51,692604.16,782933.58,581928.53,536440.57,781806.28,782337.19
150034,PA,752469.36,1397095.82,976098.19,1473494.67,820350.02,1167743.54,2084894.15,2431268.23,2296673.10
150040,PA,962336.31,1443869.12,1563482.07,1729349.95,1361644.65,793901.28,1539793.64,1672786.76,1382172.58
150050,PA,13728399.94,19925436.89,14422642.72,11174221.28,2357565.69,3335792.54,3738436.93,4269548.94,1436853.88
150060,PA,19247912.71,49454114.30,70131029.29,118027987.08,78685327.55,46198449.65,36908397.94,34026652.64,36667243.07
150070,PA,387872.14,299837.67,181035.12,424127.88,188462.83,179424.87,146497.41,392639.29,131127.18
150080,PA,62895385.07,67073988.57,64272565.13,70365438.09,70155683.56,61880599.81,67593743.12,71574700.71,83915286.44
150085,PA,1830455.93,6054158.36,5234389.52,3854895.07,6131580.45,13958656.31,11853790.08,6005672.92,8194996.42
150090,PA,1079103.37,1466681.98,1763842.64,957976.53,900043.47,540730.97,597821.05,1235761.53,1251101.60
150095,PA,554798.31,1078454.79,1716143.73,2594543.71,780470.64,1395895.36,1008507.99,838974.54,894732.32
150100,PA,147953.99,119373.96,93952.74,86443.19,88890.56,89358.31,89783.73,364695.23,102000.94
150110,PA,87929.65,243187.25,168987.09,155054.51,43180.84,332126.45,118503.67,313302.18,173464.95
150120,PA,1013220.66,951051.39,927600.81,1493981.48,1132796.95,906036.56,538589.84,950540.34,681903.40
150125,PA,558867.54,136733.53,159404.52,653133.67,425455.84,701313.14,403058.02,236470.31,314576.34
150130,PA,45128705.83,54481744.04,52946202.81,67668312.48,82149087.22,95038503.74,104463382.35,96166175.27,132813325.36
150140,PA,580712738.02,638892575.80,649585888.40,666106785.75,634360106.76,560764074.24,614246351.22,640794637.51,684075050.91
150145,PA,975232.93,2165229.34,830502.53,1245499.78,457834.96,315482.81,333177.88,1021497.87,1027515.33
150150,PA,5842156.64,4330782.94,10821047.61,13629180.33,6944942.28,5490985.00,8598519.39,8625786.09,9222143.82
150157,PA,1394763.57,2564658.17,1629089.68,1662524.08,937291.73,1395713.66,5905986.90,2347369.71,2228514.62
150160,PA,277984.58,271474.32,70880.19,230364.80,256735.25,356225.13,447399.46,311517.23,300068.23
150170,PA,3781012.30,4836166.48,4490913.97,4672613.35,4322552.25,3834716.34,4323381.44,5876676.07,6584627.14
150172,PA,2176896.51,2024939.63,2238552.97,2112643.33,2276990.91,1721521.36,1659543.75,1530420.51,2780555.34
150175,PA,33437.63,199228.30,464973.12,811404.49,424506.03,896790.65,343850.60,724376.43,717419.99
150178,PA,3097361.82,4195773.56,3680799.06,4364111.76,3966741.03,4084538.21,4202013.01,4328849.00,4338779.81
150180,PA,3714856.29,4639055.92,3865995.68,3990530.14,3045086.32,3048478.06,2492070.14,2930740.63,2689801.32
150190,PA,420803.59,104811.09,164856.20,85767.68,111050.03,245112.78,496449.93,302045.13,401149.36
150195,PA,120338.21,145488.48,141923.02,431431.93,153570.26,106378.14,866425.28,879460.98,686758.17
150200,PA,157361.05,288015.65,269460.78,283088.32,293373.29,414045.15,139433.24,672801.86,149737.68
150210,PA,3096536.43,2316534.95,1817807.50,2343528.40,2754017.18,2072128.57,2650928.68,3821845.04,4032624.39
150215,PA,50235063.82,62199747.20,83000109.03,139767308.87,207246171.90,180642906.72,81619094.95,53259565.70,58291344.93
150220,PA,5417754.80,6292187.47,6193290.96,6434393.84,5796150.51,5325651.10,5308108.42,6646458.88,7356205.57
150230,PA,1196011.01,2208701.72,1709827.80,2469107.63,1948990.30,1610828.83,1101473.35,1266435.11,1276961.32
150240,PA,16863525.24,18247752.71,20336165.32,22241682.96,26628837.94,22345937.90,21618619.36,30877497.51,27591811.27
150250,PA,95705.94,89631.32,25970.09,104096.84,311236.94,66517.03,53255.38,289499.46,267678.16
150260,PA,285388.52,356606.73,77205.33,108706.90,69145.59,87808.64,96762.49,148034.14,407721.90
150270,PA,2752619.07,3134207.14,3291774.95,3301807.99,3266147.95,4016033.81,3701478.67,5178808.16,5776337.70
150275,PA,1259131.88,3115314.55,1694354.33,1248534.46,1150343.65,1311116.07,1239839.24,2315714.75,2310277.07
150276,PA,272949.57,756863.54,1423625.01,1069699.24,3605698.49,568648.89,1075954.66,507335.69,661224.84
150277,PA,5165291.61,11883133.49,10277373.93,5844069.83,5356635.81,6423378.75,11125233.67,11647181.43,11078173.82
150280,PA,316638.78,612479.85,977098.50,711058.41,775065.97,771382.09,769847.14,194150.89,443461.23
150285,PA,91560.90,84331.13,52898.29,61736.22,120118.74,49987.06,118375.24,218767.64,131272.84
150290,PA,24063.59,10846.30,2372042.95,931187.67,679323.30,457248.41,357514.51,709527.67,933078.24
150293,PA,5158539.70,4198397.91,4040231.93,4405811.41,5426159.40,5919584.00,6096989.58,6098990.65,4295733.74
150295,PA,450621.54,1260590.35,1521892.52,2802573.88,1541152.71,1299215.57,1063537.46,1665937.15,2673224.16
150300,PA,182771.41,214184.45,433458.57,131489.34,93741.92,70795.68,109013.53,204800.66,222810.73
150304,PA,588127.69,735026.38,1545277.56,1744668.09,1368442.04,1059605.10,809048.70,1535804.41,905407.32
150307,PA,311974.25,412515.05,772835.21,271095.28,332647.80,338114.87,302915.96,342446.34,420889.96
150309,PA,762062.26,2016321.08,3037660.52,4970167.25,1235346.26,1446787.33,1062950.95,1728341.77,2128942.54
150310,PA,615996.86,665903.99,718565.06,536239.92,885830.37,1672681.96,426639.27,1070463.01,210824.22
150320,PA,922988.65,1304967.71,1473930.75,2008271.22,978061.47,964246.19,929448.07,1596511.25,320365.04
150330,PA,1330467.99,2115114.48,1637887.19,1761713.79,2569237.23,1340686.24,1604153.86,1781149.12,1649747.84
150340,PA,117783.37,210962.92,58906.48,105842.89,70912.41,282101.24,107167.11,416082.33,392718.82
150345,PA,4170310.72,4036854.95,3673716.50,4110383.86,4038687.86,5177317.01,3673118.43,3367845.77,4086451.06
150350,PA,410738.52,277923.17,444703.30,519742.49,604144.27,607121.74,251381.97,235132.75,187307.40
150360,PA,14025103.48,16643444.86,14407632.41,25187892.55,27599293.99,20918502.57,18244714.91,27533932.02,24474887.58
150370,PA,1336404.68,1595213.76,1492681.10,3033845.83,1816257.46,1867665.84,1129644.49,2397805.51,2186486.54
150375,PA,3888053.25,24064651.90,18394442.16,23914492.24,37477940.04,25654173.33,47901461.28,10004012.08,2599822.39
150380,PA,923440.81,1281451.33,612749.71,1860761.12,2139186.42,3136251.79,1910907.56,1345274.71,844783.08
150390,PA,19707705.17,18027770.12,17257098.58,13740007.35,15678081.05,16259381.00,16039047.08,19128933.62,1964652.19
150400,PA,467438.31,408187.79,396120.97,279738.46,442622.55,572668.62,592767.71,261967.31,487324.97
150405,PA,1224396.81,1570337.83,1221048.74,1675945.52,1140868.05,1345949.46,1193773.18,887747.14,1064421.21
150410,PA,265612.98,223313.11,187786.18,215583.79,243492.06,258700.04,360374.89,220589.08,194837.03
150420,PA,127437674.44,129301677.16,146496778.77,143761354.70,108450823.46,77621396.71,89843870.29,102309325.52,106356085.20
150430,PA,340092.61,568639.70,588126.17,1091742.21,303215.51,356751.25,261176.85,299173.38,298152.10
150440,PA,384498.35,521903.69,237925.36,1138575.09,678008.36,740075.62,220515.06,347303.46,506155.96
150442,PA,7998981.45,8832229.13,10735399.48,12994638.14,15771254.95,12731409.00,14417199.89,17881428.66,17611573.79
150445,PA,561946.48,1113112.90,1701260.03,1755886.59,1461288.48,768260.37,1497281.08,1552934.17,4029191.42
150450,PA,189552.34,584328.23,86359.85,221876.41,104552.94,219727.63,344096.08,309040.36,790761.17
150460,PA,272091.79,583460.09,853384.30,733059.55,563303.39,380288.98,373042.60,898893.37,833968.90
150470,PA,5582894.38,4530246.11,6423781.02,6767568.71,7258360.76,5748660.85,3033774.57,64533.92,6469907.99
150475,PA,0.00,0.00,973445.56,481334.23,286903.80,307658.55,476539.58,922122.17,3045359.35
150480,PA,1359001.83,1612392.06,1983716.77,3240999.53,1311719.84,455494.50,1938165.77,3407219.19,2022738.28
150490,PA,551559.70,654758.88,645243.43,574160.00,470815.53,378533.35,386292.35,122014.72,307653.51
150495,PA,440721.48,319501.06,274661.21,527156.12,190709.20,285613.21,160103.82,198479.88,274483.92
150497,PA,585870.35,484264.14,586240.71,1492799.12,948775.80,315252.81,259700.12,646190.21,648970.79
150500,PA,144817.53,188653.34,399567.95,361435.98,70524.48,215415.25,261422.86,374109.60,570902.83
150503,PA,7155140.47,4619485.63,4828893.52,5554935.45,5701057.29,4439998.01,4537429.18,5970818.98,6262725.36
150506,PA,1706007.12,3409073.50,4614396.29,3790166.03,3623101.00,4199769.52,12049069.54,7460584.13,6296360.73
150510,PA,977092.43,1201992.48,1461217.50,1898932.06,1784438.06,1162920.39,1382080.19,2047215.01,1799735.42
150520,PA,355631.32,486252.65,537600.43,671447.10,516040.43,479125.08,515793.52,424765.29,428060.75
150530,PA,30266896.87,35668546.52,29696306.27,18882685.11,16229723.24,17817369.45,22329974.78,21661274.03,23045533.37
150540,PA,240731.46,343951.95,628877.63,1213363.16,813949.63,648614.96,710991.01,1042811.85,1025734.79
150543,PA,46624341.43,46363999.67,32908347.73,11743685.10,6724902.38,6049679.53,7170304.55,6697822.65,7353694.41
150548,PA,1873514.77,5624981.85,5698627.57,3679155.60,5437142.60,4988619.97,5589164.73,5700599.00,3003938.21
150549,PA,510551.16,329735.98,299836.83,239572.13,245729.29,345873.28,287950.50,359938.66,541507.02
150550,PA,29671653.09,29473105.39,23840612.14,22179638.81,21472557.59,23570679.82,26480156.93,26567363.13,20361996.06
150553,PA,178750486.59,259487066.86,227155687.25,186095855.06,160891236.50,112129948.91,92333827.62,94120155.51,128692465.38
150555,PA,118623.93,298956.97,383349.13,586853.13,848963.74,486033.88,175558.99,909363.28,727921.87
150560,PA,240965.66,293480.26,484980.45,615639.53,270514.63,304030.69,554917.67,348183.08,270382.25
150563,PA,850213.16,3155732.86,438750.07,473557.52,431528.95,359847.06,375643.21,1217098.57,585657.97
150565,PA,524621.36,760699.47,353724.14,1518959.06,1792115.67,1769862.38,1073731.56,745047.50,988872.55
150570,PA,564559.81,608512.53,521485.79,802500.12,732771.60,1122350.11,475065.53,696172.99,809859.16
150580,PA,2531646.47,2946638.35,3180495.39,2859809.91,2721549.51,2197325.47,1055646.90,1200661.40,1041072.92
150590,PA,1112185.35,805645.61,802263.48,711974.72,692795.50,549569.70,377338.92,711064.50,826919.09
150600,PA,324912.47,1076933.31,582501.76,945671.07,295702.71,302575.02,312258.15,560403.85,233414.05
150610,PA,336462.93,450303.58,1912972.32,3169465.27,8341034.53,7066067.48,2438517.59,1455759.76,2162018.04
