codibge,UF,iptu_2011,iptu_2012,iptu_2013,iptu_2014,iptu_2015,iptu_2016,iptu_2017,iptu_2018,iptu_2019
220240,PI,6204.54,1273.12,1633.67,3468.75,3897.33,126.54,166.02,1392.20,1161.95
220245,PI,2135.27,729.47,697.04,285.08,756.91,6852.22,302.95,551.34,1478.27
220250,PI,1611.22,617.62,645.08,40.54,57.70,61.90,5274.75,661.10,1994.55
220253,PI,338.36,5283.99,2892.47,2297.05,21062.22,6813.64,110.68,106.03,256.43
220255,PI,1142.74,1494.51,106.08,13.85,747.01,623.68,332.05,10602.69,128.22
220260,PI,78460.20,118356.31,76772.52,68853.68,80554.87,52913.24,89537.21,80965.41,93079.25
220265,PI,1511.18,3120.29,71.97,67.56,124.08,570.01,3302.48,5060.94,1025.74
220270,PI,23425.63,5310.49,33514.73,22068.43,21142.47,12299.49,12704.22,20482.88,13558.60
220271,PI,193.35,12683.98,1700.80,69047.07,31163.36,9125.46,10677.31,2518.99,15137.27
220272,PI,5036.53,3462.74,143.94,540.48,987.46,696.55,2774.92,2334.78,6083.92
220273,PI,1098.85,956.68,839.36,606.61,998.88,1197.01,1826.44,247.65,845.32
220275,PI,4471.42,7979.31,3448.19,1.35,1.24,991.61,989.50,949.68,1690.30
220277,PI,835.84,2112.05,11676.72,17843.72,1233.59,1357.61,3320.48,450.84,751.70
220280,PI,2352.56,3930.02,7011.36,20090.13,19977.44,15796.07,14699.97,8802.61,22800.17
220285,PI,322.24,3894.97,310.21,151.74,107.49,894.41,1644.72,1272.32,6027.55
220290,PI,274074.39,156517.99,177030.79,281220.11,231267.66,306566.45,93600.21,76051.04,62769.54
220300,PI,2555.12,1279.07,5183.21,151.34,4023.79,3739.24,3433.00,2120.54,289.92
220310,PI,15091.85,12511.78,11937.56,32481.30,18333.02,8670.93,19143.82,7702.31,3147.48
220320,PI,2582.34,7589.78,8232.82,5373.05,4595.90,3134.09,21900.85,6689.82,75309.89
220323,PI,2668.24,4615.26,76.00,1693.20,1840.89,2280.02,553.41,6679.70,4136.81
220325,PI,370.58,621.45,719.68,675.60,62.04,1810.10,4398.02,832.44,1025.74
220327,PI,1933.46,2303.59,3029.84,2269.70,1489.01,1283.20,19.92,1.06,276.24
220330,PI,10185.84,1553.96,6895.41,1395.80,149941.86,1790.89,902.74,173832.15,162988.21
220335,PI,80.56,1842.87,1583.29,2702.41,1964.25,1672.83,867.76,2637.80,7973.64
220340,PI,820.09,192.99,3863.05,3520.53,8394.42,6106.01,1236.93,587.07,20688.36
220342,PI,2704.06,218.07,1579.46,2159.44,278.83,1029.67,1055.78,1096.56,1562.45
220345,PI,4975.93,924.47,150.77,405.36,3571.57,4734.59,102724.87,16529.80,6347.19
220350,PI,96653.97,90858.63,109798.31,121494.87,111774.54,104350.02,110559.34,119382.76,120660.23
220360,PI,2577.95,2457.16,359.84,405.36,1067.48,1449.94,2123.09,530.13,3219.88
220370,PI,88578.37,100938.80,81816.94,1313.84,85799.00,24508.15,77100.02,39217.64,50463.77
220375,PI,1398.18,1764.46,1470.87,1351.21,1109.34,819.34,553.41,846.98,1025.74
220380,PI,11399.36,10269.39,7531.27,14565.05,5310.79,5617.24,389.77,874.99,717.26
220385,PI,2806.88,2603.48,2797.77,2411.35,388.67,1502.73,1413.13,42.16,625.59
220390,PI,462019.64,575532.72,698269.66,716540.35,593493.23,603344.85,609902.57,1324414.11,1063853.75
220400,PI,8723.30,5800.40,4530.13,1845.10,2622.84,1139.89,4288.79,3600.45,574.13
220410,PI,3952.12,4633.64,3074.67,82.45,1561.84,1114.28,484.76,1294.82,1294.99
220415,PI,2883.68,232.16,15747.43,23003.87,6473.41,5949.72,7077.81,886.53,28757.76
220420,PI,27984.84,23829.55,3805.75,32888.68,38463.02,31437.12,35127.15,37112.79,44966.86
220430,PI,9041.23,9435.23,3591.72,21892.43,23182.73,24912.56,40291.59,39168.97,8711.54
220435,PI,2864.80,2736.66,1818.05,1866.15,1771.83,1587.26,1502.39,4924.77,7580.41
220440,PI,8482.74,5281.58,2447.56,9688.97,12809.31,9888.64,38.30,15.90,9150.87
220450,PI,57091.81,45054.68,34982.65,10680.04,10372.05,2684.67,7888.03,9182.76,8050.37
220455,PI,2074.44,630.02,503.77,472.92,902.48,481.66,41.15,553.90,1025.74
220460,PI,10121.49,2997.61,143.94,37015.96,46407.65,890.24,354.55,392.46,150.00
220465,PI,3338.17,1251.31,1999.88,675.21,1022.04,790.43,790.43,1060.27,2037.94
220470,PI,66290.59,60940.22,57867.58,55858.64,61611.21,73143.96,98567.19,75359.39,93907.20
220480,PI,27442.21,27448.27,24854.23,26895.86,36806.23,39472.11,38207.93,42040.59,44290.63
220490,PI,25959.52,14906.16,2390.46,5542.02,4277.34,3710.05,5729.70,4866.11,6144.17
220500,PI,4541.82,22968.02,22496.12,61517.15,44951.00,17762.27,74215.54,106717.36,129111.75
220510,PI,51963.02,39009.12,17039.04,10480.79,16972.48,2719.41,41665.15,31016.73,25857.62
220515,PI,1686.94,2632.00,171.80,151.34,187.74,425.27,84.10,1060.27,1025.74
220520,PI,7874.28,4937.02,7217.26,134749.79,99631.31,86045.00,201517.53,153192.39,133307.80
220525,PI,852.70,883.00,458.49,144.55,66.37,135.36,678.15,1628.68,4993.97
220527,PI,1297.20,433.52,487.94,4258.89,62.04,159.81,145.85,532.26,348.21
220530,PI,805.61,8429.95,1439.35,1351.21,124.08,815.73,131.96,318.08,321.87
220535,PI,937.37,614.49,244.69,2538.35,583.10,2079.79,4096.17,2618.18,8307.00
220540,PI,15106.39,1344.10,2796.40,1941.75,5278.31,12544.00,1959.41,2809.99,1733.03
220545,PI,4779.96,4226.39,612.16,1732.92,563.56,342.00,1943.09,691.51,307.72
220550,PI,421000.08,569258.71,425704.46,178274.29,180570.48,171424.31,165693.60,143123.00,183222.87
220551,PI,700.88,2249.80,9134.35,2237.06,3845.65,8592.59,584.76,344.88,1741.93
220552,PI,1113.05,3184.26,1748.81,3656.31,6006.10,894.18,268.99,24037.32,1490.44
220553,PI,9474.15,10106.86,1865.79,3886.54,314.18,899.77,61.06,544.24,1039.69
220554,PI,6015.99,4294.34,5898.87,7140.67,4010.99,4505.61,1301.12,1351.27,2149.78
220555,PI,1888.49,451.50,1627.91,675.60,17369.28,405.66,5046.77,8233.12,6948.84
220556,PI,10498.22,63382.43,14051.39,1875.27,862.43,45529.38,857.36,8361.17,16979.56
220557,PI,2299.21,145.89,71.97,70.74,1206.75,165.30,133.37,1065.57,1520.03
220558,PI,2226.40,2878.35,11956.59,4729.22,2766.24,2061.33,645.07,4164.72,6008.47
220559,PI,6499.34,8809.11,12957.66,4236.49,2521.39,646.41,981.00,10391.96,6899.94
220560,PI,2128.34,9501.53,15719.33,13875.23,13188.61,832.96,11648.60,2707.40,7378.44
220570,PI,359093.67,494637.01,415435.80,507127.98,82798.84,134717.37,222367.84,605795.99,405871.53
220580,PI,7181.39,17165.08,41678.55,21292.79,17001.00,8452.13,5608.18,6473.26,7291.24
220585,PI,3222.44,2151.56,2808.64,722.89,1209.82,148.20,1080.17,530.13,1217.12
220590,PI,805.61,1535.72,2015.09,675.60,671.83,1710.02,3058.80,1590.40,1936.69
220595,PI,2648.99,1251.62,9361.32,36140.41,18736.68,3000.40,5981.80,2520.48,2304.48
220600,PI,20055.31,5403.94,5554.10,10723.72,6192.98,18177.05,6302.43,3087.32,12915.16
220605,PI,5707.38,2099.37,844.90,437.17,7621.88,7048.19,25524.97,20689.58,19288.99
220610,PI,1406.64,1390.73,148.54,499.14,218.39,296.40,360.40,1567.61,986.24
220620,PI,8120.05,8660.16,36656.53,2582.17,9130.57,4282.45,93639.26,103268.28,267105.77
220630,PI,2239.55,2974.49,471.07,587.77,536.66,527.78,197.24,106.03,105.04
220635,PI,12828.51,7799.43,5460.90,4976.49,4847.46,1578.92,3328.30,11599.61,7760.53
220640,PI,44059.99,64517.74,1394.62,22371.20,21273.86,24809.90,2836.54,6935.34,9181.50
220650,PI,2357.54,1919.66,6147.59,3390.85,3939.13,2064.37,4516.92,8118.18,6072.07
220660,PI,1812.96,2100.87,863.61,2709.17,2481.68,2394.02,2933.77,1888.30,2352.25
220665,PI,950.25,3118.95,172.72,28.58,143.39,107.80,11.07,785.94,446.05
220667,PI,1822.05,3464.62,3904.94,4563.16,6583.35,4759.17,2928.48,2402.50,1505.18
220669,PI,6379.25,2312.21,30960.32,1888.99,1008.95,298.68,2744.24,536.84,307.72
220670,PI,3391.61,936.79,57.57,2858.47,1240.84,389.12,301.06,4241.08,627.75
220672,PI,2573.11,1665.11,3383.92,4741.38,5552.76,4560.05,2826.68,4946.16,4369.92
220675,PI,3322.40,1974.94,359.84,1521.13,653.79,936.62,1208.87,538.14,777.84
220680,PI,685.84,296.55,243.15,403.78,41.42,299.03,518.55,758.62,1330.79
220690,PI,30251.01,32972.15,23703.77,46044.86,48022.62,36710.04,21749.30,45686.03,27356.03
220695,PI,950.62,824.68,1855.90,1311.01,1505.14,5472.06,3618.33,291.15,4833.03
220700,PI,13213.53,369745.38,491951.41,381912.85,232480.95,243358.46,274406.29,237155.22,277242.23
220710,PI,15443.52,26841.10,1439.35,5866.35,1268.14,570.01,612.74,638.28,646.22
220720,PI,18960.96,21259.03,27900.27,6881.51,14203.37,1355.66,9266.44,11086.32,11892.10
220730,PI,2416.83,1164.31,143.94,29098.21,1392.22,4104.04,6449.44,1060.27,1589.89
220735,PI,8943.37,8357.62,3166.58,4034.40,4441.31,3893.19,3446.18,12077.17,7376.62
220740,PI,22543.00,3574.87,388.63,144.58,1956.80,980.41,453.80,816.41,6533.03
220750,PI,17615.58,24218.20,9913.44,11427.63,11401.49,1420.01,4165.00,4975.38,4713.64
220755,PI,21219.68,34709.40,8974.28,5742.62,471.12,4843.18,3999.46,3669.42,3289.01
220760,PI,4876.69,8764.66,5347.47,18569.26,13102.46,15181.89,1725.27,17162.36,12203.38
220770,PI,1402535.35,1608245.77,1571223.49,1781512.93,2820443.01,3510404.00,2779827.68,2882436.62,3486696.13
220775,PI,3294.71,3063.93,2753.67,2370.28,2540.33,2475.58,2767.06,6361.61,2666.92
220777,PI,3109.65,3840.50,14.39,1.35,1.24,1.14,1.11,3415.20,35478.05
220779,PI,5827.08,2746.31,4059.35,7246.53,876.11,2106.69,199.23,432.59,865.21
220780,PI,85243.26,4011.79,1259.64,2509.03,3188.46,939.53,292.38,3294.56,138872.59
220785,PI,360.38,346.46,2100.84,2373.26,2493.85,929.57,1617.29,6537.40,9375.09
220790,PI,63235.03,56975.77,49224.71,245950.86,441653.30,361902.48,191229.73,194115.47,205431.48
220793,PI,484.99,243.81,103.20,651.50,9635.13,395.98,1413.19,159.04,1279.14
220795,PI,2106.12,2237.92,9667.46,268.44,1067.12,1081.94,41853.58,2427.93,1288.27
220800,PI,2605306.67,3065676.64,3389329.69,2164819.32,1739984.23,1665123.76,2388246.19,2383588.55,2695987.44
220810,PI,3303.00,3148.24,1204.21,3180.61,3833.64,1140.01,12325.67,6472.17,11853.43
220820,PI,57611.97,44350.07,15456.36,9331.76,15488.78,31445.93,56628.79,93344.19,23935.04
220830,PI,170074.94,161088.37,602805.89,538418.13,1068716.77,718500.80,589101.54,703726.48,935868.26
220840,PI,987220.82,1021225.53,1209875.41,1235421.22,1453151.56,1199190.89,1327045.90,1316895.39,1262404.25
220850,PI,2382.99,3800.21,4892.58,2207.87,3216.01,996.07,171.13,788.31,815.84
220855,PI,7863.96,15002.41,8265.56,7331.60,10150.24,6445.48,25264.26,15446.23,20734.99
220860,PI,886.17,1940.64,3238.53,2968.71,3145.75,4332.09,1245.18,184.15,1217.59
220865,PI,35444.85,35567.40,50129.42,65505.92,60437.55,45458.81,62527.18,33885.59,44497.19
220870,PI,3958.65,3439.89,8694.14,13519.54,1644.08,5930.99,6044.22,1173.72,10257.39
220880,PI,49859.43,13881.89,44958.66,24476.45,23890.99,24368.04,93367.64,35312.17,53850.48
220885,PI,1795.97,162.70,3247.54,1351.21,1364.92,11223.30,5139.35,8.29,1042.55
220887,PI,96.67,47.26,1734.42,1390.84,2575.15,6097.27,623.81,1613.56,1121.42
220890,PI,4703.56,12102.65,27189.89,10020.71,14858.07,14725.76,9944.10,19647.30,21825.10
220900,PI,8688.01,34205.37,172.72,192.88,2034.33,365.88,2566.07,1272.32,1547.26
220910,PI,59031.42,1992.30,70215.37,44631.33,62438.66,35407.10,67410.11,99110.22,97034.31
220915,PI,31578.18,11383.01,1799.19,6756.03,5961.04,5814.06,2835.71,8204.03,7835.65
220920,PI,2062.36,770.47,143.94,1216.08,1861.26,1387.52,1431.59,719.27,5432.12
220930,PI,186.78,1.54,1.44,1.35,737.08,1840.39,3449.51,604.74,10693.09
220935,PI,1559.79,1744.62,2305.18,2236.11,2106.81,12.83,4670.30,2247.65,18750.71
220937,PI,18552.97,7907.85,2786.10,19913.62,12737.45,14409.55,20684.63,35666.69,12244.48
220940,PI,1790.59,1974.94,1127.93,214.57,1122.96,2219.73,26046.31,83547.69,119944.00
220945,PI,966.73,383.93,367.13,336.49,422.65,427.15,1084.93,327.62,810.19
220950,PI,10516.94,128.80,754.98,76956.16,34807.31,61902.86,49414.91,22656.40,57682.64
220955,PI,241.68,1228.58,719.68,675.60,620.42,570.01,553.41,574.92,567.73
220960,PI,51896.07,52339.12,14464.16,63503.80,90091.95,6452.56,74690.74,44418.09,12256.66
220965,PI,12450.38,9089.79,10128.18,9765.55,4344.08,7778.86,166.02,477.12,12140.12
220970,PI,7447.47,7979.83,17177.22,8218.02,2343.72,1528.50,7662.55,3371.86,1956.10
220975,PI,2612.17,1737.02,1308.04,1578.91,1320.13,2344.38,1666.88,636.00,82.06
220980,PI,3096.35,3475.35,2684.61,995.23,1240.84,4108.88,597.69,637.61,1671.30
220985,PI,20958.72,17443.46,3356.76,19778.65,1420.17,852.99,5988.58,921.51,5401.11
220987,PI,3947.48,2905.17,6408.98,6114.41,1438.47,2633.79,6412.25,2923.89,8430.78
220990,PI,16431.65,24106.23,20282.47,19508.84,30650.91,26175.32,33932.37,50627.84,58857.07
220995,PI,1118.18,20500.52,4575.70,6266.42,31275.19,14598.10,10349.69,8864.57,8602.17
220997,PI,2263.76,3764.17,359.84,3841.95,8375.07,10187.10,127.28,222.66,235.92
221000,PI,9353.30,87.96,111472.69,331621.12,129270.76,174369.55,150181.22,158015.48,427643.45
221005,PI,26838.53,29974.68,34185.80,31010.45,40180.34,58195.13,40831.81,41728.51,47396.32
221010,PI,2546.25,12789.90,409.93,1096.00,302.12,1422.68,53928.55,36728.79,30535.17
221020,PI,3598.94,2449.48,5165.84,16532.84,15436.74,12511.15,11271.30,795.20,67290.80
221030,PI,16773.98,10183.03,19029.67,43282.34,21879.44,40910.41,3414.29,4789.42,4653.55
221035,PI,3406.11,2091.42,303.39,7057.12,892.08,2707.15,2605.40,4934.96,3921.12
221037,PI,827.95,3817.81,6210.63,362.18,1198.65,638.41,11899.37,1590.77,6043.30
221038,PI,9727.45,9662.48,4461.10,13867.43,14569.44,10480.25,6304.48,15048.98,17194.85
221039,PI,4460.08,2420.23,292.17,5624.30,315.41,4384.30,7729.15,16405.37,14427.82
221040,PI,27465.18,33329.90,28729.79,115539.22,24557.69,2535.09,11991.06,1060.27,5738.28
221050,PI,2310.33,23276.65,24643.09,33445.55,27156.46,23323.36,3480.39,36359.48,152518.86
221060,PI,525715.73,373924.08,470246.53,580010.06,437258.89,560025.62,762183.28,528049.11,588695.74
221062,PI,2008.07,464.14,849.44,833.55,482.73,149.96,110.68,848.22,534.07
221063,PI,1795.70,5375.04,10169.49,5341.03,684.29,3704.67,3548.41,9806.47,3337.24
221065,PI,9160.64,13900.92,12964.98,29756.10,30976.43,10675.80,588.96,567.55,5551.70
221070,PI,5693.79,5926.02,11309.93,6153.40,7704.34,80408.42,84750.76,120006.86,166875.49
221080,PI,88594.05,47345.94,1881.39,5899.36,787.18,623.04,51479.02,10865.36,97788.12
221090,PI,7401.13,7576.55,3273.55,9530.75,23991.96,4211.09,10132.77,1060.27,1025.74
221093,PI,5584.39,799.91,175.17,208.49,1300.67,596.23,2055.48,795.20,11200.58
221095,PI,9528.26,3049.80,762.86,437.07,507.50,111.72,42.06,21.21,205.15
221097,PI,2476.67,3324.98,1398.13,1264.13,476.41,238.83,4144.89,1453.66,4148.77
221100,PI,61285531.22,57503319.85,68258441.39,73777832.36,72373765.87,82698885.91,90374542.45,93033084.68,98758136.70
221110,PI,153458.98,155642.61,192359.14,58114.38,93517.40,57162.03,29429.73,170964.18,220860.77
221120,PI,190505.02,130246.18,110285.76,179979.04,178505.86,173095.19,12444.62,64985.86,89131.94
221130,PI,221608.72,381054.83,246930.15,587681.82,345468.08,210996.67,257988.13,241489.53,221949.82
221135,PI,3834.70,4886.68,527.49,4035.47,255.86,917.32,332.18,749.96,3551.65
221140,PI,50.25,2067.09,1426.40,317.53,415.68,632.85,706.59,72.00,1025.74
221150,PI,3335.12,153.57,85.31,2623.07,2224.52,6056.30,12145.31,5673.63,962.54
221160,PI,2641.12,2610.34,2619.31,354.19,50892.59,20721.71,32353.35,16728.29,40873.24
221170,PI,2392.35,6978.62,1936.32,2336.64,2151.99,5012.52,1147.99,16055.80,8962.33
230010,CE,10077.67,6823.33,2683.67,2675.39,2691.84,39291.14,2213.65,2510.64,3077.22
230015,CE,5622.01,4395.32,60485.06,40583.66,62305.39,39682.51,83637.25,64881.46,29731.63
230020,CE,145791.40,122159.37,268291.24,262538.56,241260.91,256217.64,289301.68,300676.88,372209.67
230030,CE,430995.27,250725.06,455897.08,752118.08,534898.40,436332.15,431271.85,622487.31,549065.62
230040,CE,10518.54,17910.06,12072.69,5763.27,5869.80,7752.81,18849.20,58969.50,6885.64
230050,CE,145.41,14965.58,23029.64,6756.03,7761.04,11147.50,13281.90,26596.93,13158.11
230060,CE,20324.24,4107.37,26922.06,61562.23,31948.64,92905.98,66869.92,56293.16,92494.48
230070,CE,20282.24,31183.69,22795.27,5918.50,17759.21,8825.70,3525.27,12938.11,33805.06
230075,CE,82121.70,632714.43,34415.26,49406.19,18820.51,4368.71,55315.73,47327.70,51233.84
230080,CE,88.10,3651.99,16175.37,861.73,4800.82,19065.10,19806.61,34341.40,41520.34
230090,CE,2819.44,1591.26,7662.68,5515.00,23260.05,13907.12,11389.77,29378.45,15787.19
230100,CE,7263165.53,8797903.17,8841226.96,13826528.83,18430768.64,27946032.01,31171624.08,32407800.09,30706830.09
230110,CE,891776.52,1651325.01,2255938.44,2310751.07,2377922.61,2075819.49,1890452.67,2947190.58,4468991.82
230120,CE,49548.01,50694.69,58389.19,174552.64,176372.24,159159.83,160677.36,248784.47,205494.43
230125,CE,7882.08,14060.24,32138.21,22391.78,11961.57,13717.16,24607.34,43151.41,50708.18
230130,CE,42015.25,54794.35,101404.64,142761.78,60038.91,24146.30,52140.17,145195.40,124966.08
230140,CE,12766.58,11704.28,4255.53,7342.33,1298.01,1065.08,3613.22,9988.07,23327.66
230150,CE,56672.25,6976.84,48024.07,18791.33,19625.94,17053.25,37072.63,34896.08,19479.57
230160,CE,27207.36,24778.54,14497.35,17927.02,11081.45,39961.94,38884.30,59660.79,74372.54
230170,CE,89704.98,16674.93,7869.16,10799.56,54333.72,51813.01,49972.62,38556.49,43904.41
230180,CE,5648.70,8184.71,11731.37,30856.98,19539.69,23049.85,18778.43,18015.85,33103.22
230185,CE,32059.43,33529.20,50665.05,55935.57,61395.11,61106.50,45226.63,78633.85,67296.25
230190,CE,216960.36,189626.76,237567.51,168751.15,233364.43,243977.48,254237.92,480348.38,786917.22
230195,CE,60744.31,25838.44,42496.80,55864.49,60059.77,58852.12,57533.29,56118.17,83952.34
230200,CE,20192.51,28046.08,20678.15,16640.93,13799.28,22164.55,27419.51,28843.03,41644.29
230205,CE,3369.45,8816.37,4529.25,51960.25,885.14,3611.77,2985.13,5059.84,6156.87
230210,CE,111006.20,193655.05,169091.08,188341.32,223833.01,213586.38,256960.65,1009618.00,829365.36
230220,CE,2746158.09,2497956.31,2553137.44,3039500.80,2306765.00,2154361.01,2786815.47,2768486.11,2916858.87
230230,CE,130379.74,65525.39,91033.15,60448.06,55461.73,39681.94,45631.08,63941.39,109202.09
230240,CE,644100.37,704472.50,638733.61,596201.24,505278.66,290288.26,445355.46,469518.86,597879.32
230250,CE,143070.95,181255.04,245215.93,276685.60,277449.82,216247.43,529244.66,365064.66,423790.92
230260,CE,469600.29,424083.77,268512.33,421947.06,715417.59,760323.76,859658.52,757198.58,1006181.76
230270,CE,74851.85,51183.59,71780.12,129027.51,112002.82,96681.66,113458.67,91755.34,85176.48
230280,CE,974888.59,884207.48,1050522.78,629017.37,806684.36,503244.92,1211605.19,1276562.93,1515568.02
230290,CE,14005.04,10726.55,3073.41,11827.86,10065.08,18081.91,13436.62,18730.25,99769.39
230300,CE,1406.76,774.26,725.79,1030.25,34123.09,3820.77,5328.92,5269.02,8254.53
230310,CE,123322.96,162803.98,249649.22,193513.84,205215.25,181156.03,182960.92,199914.23,150070.11
230320,CE,29732.25,35312.76,39822.13,28293.28,28737.48,16990.52,33830.70,29068.94,50335.00
230330,CE,12310.64,7812.45,12853.71,12444.91,12110.22,11680.33,11570.04,61404.11,98501.94
230340,CE,28759.25,18106.52,43988.33,26090.48,39678.97,58397.67,40647.27,49039.28,47431.95
230350,CE,451128.13,818915.93,1343316.41,2282536.25,2768963.51,2262929.83,2878421.00,3032030.29,3418470.57
230360,CE,56751.49,135093.65,46743.80,104427.54,37219.86,43132.64,29175.54,14655.98,143045.20
230365,CE,14527.92,13602.46,29451.03,21650.35,17809.89,17461.16,1091.20,35487.06,49981.80
230370,CE,5622282.76,5518064.87,12613377.02,12668299.41,12269101.71,10687002.06,14101430.72,12833730.88,16709682.91
230380,CE,64282.97,68476.53,99225.60,158744.13,183289.98,143515.66,145913.62,160106.81,245011.14
230390,CE,1085.84,1732.74,6765.49,5920.10,1206.03,66.62,3533.13,233.26,18.77
230393,CE,225.21,3048.20,1248.83,3211.06,4144.71,14172.53,13050.40,16456.95,9636.75
230395,CE,39695.41,62946.58,40367.57,55569.67,55789.42,591.51,116334.05,234919.88,124002.25
230400,CE,4800.01,12861.78,3611.05,4859.20,26853.46,1345.13,13782.54,7837.74,9825.05
230410,CE,797494.25,783200.53,1131455.06,1466761.57,1568058.53,2145816.84,1776495.12,1342476.47,2662365.99
230420,CE,1680936.64,1945006.66,2099414.51,1974858.88,2059093.85,1928561.56,2423775.11,3050397.04,4175464.96
230423,CE,40574.22,31935.16,57298.47,51666.22,74170.84,44592.62,70151.52,33833.24,150270.91
230425,CE,22587.47,28642.91,61492.59,89364.89,90235.74,69741.68,180828.74,130558.30,121084.55
230426,CE,51236.71,32333.57,32618.60,33293.19,62912.85,59235.51,62286.16,80434.98,70035.54
230427,CE,6517.38,33534.31,2205.58,11386.66,5796.73,26379.24,16673.45,9696.71,31603.04
230428,CE,4943019.05,5030179.50,6186575.26,6791105.58,12247519.60,13744249.14,14384743.74,20988733.37,26045068.74
230430,CE,43597.66,88336.85,71110.17,60986.87,78853.09,56902.90,73445.84,61537.91,57899.13
230435,CE,143990.29,70714.07,53367.62,106356.63,70996.23,69755.21,147862.17,186524.36,189875.45
230440,CE,322274044.24,368507141.14,361433947.63,475404961.71,517616129.22,482694137.98,540595282.51,541466635.96,586466409.24
230445,CE,168404.24,175824.39,309865.68,550764.15,500807.61,357089.51,603605.77,722845.48,661569.49
230450,CE,36965.42,45193.51,29359.76,59022.69,25494.10,19153.21,19298.21,71491.75,48768.47
230460,CE,9635.53,8891.74,8373.23,8279.38,7265.02,6740.10,7279.67,2228.01,8980.32
230465,CE,30721.34,24724.79,25125.67,29396.96,27697.96,20234.69,22156.08,20978.95,16662.38
230470,CE,69232.02,42631.74,3973.69,125470.32,105763.60,153642.72,103173.01,44555.49,122285.86
230480,CE,708.79,237.66,215.18,2537.10,13516.47,11528.06,2634.24,2952.85,1708.06
230490,CE,78238.62,36705.87,90525.62,36834.83,50878.93,41896.47,24448.17,72762.49,83943.22
230495,CE,14057.59,20358.15,27525.26,14623.08,14381.26,10983.63,15541.67,16958.25,50388.58
230500,CE,68080.06,39922.42,84726.48,83725.87,180338.90,113797.62,178095.69,663717.40,769957.89
230510,CE,150632.75,290754.27,397710.69,500802.09,528789.75,441567.31,492331.66,585582.36,834795.42
230520,CE,10291.88,1535.72,1439.35,20268.08,19842.62,16337.28,1677.18,52740.18,76660.39
230523,CE,819426.14,582717.20,829571.99,739854.90,1076856.28,987691.77,1040427.61,2051448.81,2402688.61
230526,CE,6680.44,24395.10,10974.56,11639.76,4016.62,3008.13,8863.98,13067.09,14322.10
230530,CE,17829.58,69161.36,41383.71,44385.91,145198.28,62410.04,162259.46,94693.07,129708.93
230533,CE,147023.73,47416.56,34713.30,25881.15,409856.20,37149.60,33164.18,41266.66,57682.16
230535,CE,57164.59,47125.17,86006.44,82695.27,80222.45,77573.54,84454.53,136051.17,87963.46
230540,CE,90650.66,143985.31,269269.92,112042.18,132889.10,7935.62,127145.27,317863.01,342994.98
230550,CE,2425551.35,2328493.81,2877379.51,3581920.23,3860125.56,3694501.43,3710755.70,3627666.36,2814855.41
230560,CE,153657.63,163637.27,121901.55,57930.89,45250.66,31773.21,134245.70,120628.91,121140.18
230565,CE,14484.58,1538.85,11687.00,45248.73,30902.44,19111.45,45907.43,49543.27,47979.80
230570,CE,21323.63,14693.24,8904.86,17541.19,21450.47,10068.57,1643.48,10781.79,30549.64
230580,CE,135838.57,118165.05,77425.29,135438.90,170239.55,18112.13,22261.34,66482.68,115706.51
230590,CE,115931.66,121759.68,163314.37,105721.58,161677.91,169420.57,252503.41,124117.91,222879.35
230600,CE,56336.60,45865.72,76431.68,74036.84,84956.85,75838.66,92307.65,131913.50,166639.58
230610,CE,51664.96,50151.97,45300.35,52251.67,66903.38,60442.96,55876.17,55301.60,81915.64
230620,CE,6248.44,416.62,886.28,20859.03,23979.93,21576.01,15907.12,24031.57,36369.81
230625,CE,354149.24,371320.00,813487.98,260297.87,56050.31,1285750.88,1099675.28,1621306.68,822616.96
230630,CE,108379.89,64310.51,209335.30,443070.84,155303.61,210392.38,129613.47,468214.22,285428.10
230640,CE,100005.31,291131.66,231559.26,694394.65,446139.05,448038.16,455543.24,610379.72,2135265.90
230650,CE,12912.59,13787.94,195304.11,50747.84,49888.96,26716.64,31382.97,30065.38,36438.62
230655,CE,24266.95,42631.74,190386.14,13512.05,1280.17,8058.53,5523.15,45340.66,23663.78
230660,CE,14278.86,21405.48,38077.96,76275.49,196915.12,14388.33,82885.89,5489.21,4473.97
230670,CE,53179.93,24766.43,83904.70,56293.58,64758.57,49359.52,100625.12,90301.89,129139.78
230680,CE,21956.36,45979.54,25383.42,49706.27,48674.66,73845.88,145760.94,173138.15,140842.40
230690,CE,364746.09,519689.58,771748.22,728507.65,541176.48,752880.16,736985.22,694137.07,894490.47
230700,CE,75358.28,85783.51,74185.91,23389.08,30433.20,16771.86,21016.44,87568.38,94359.75
230710,CE,45735.54,36404.87,12774.28,61680.96,25333.80,59141.64,113059.25,251580.90,231232.78
230720,CE,9483.96,5712.44,14976.22,9999.46,22066.99,4543.79,7814.25,10932.02,13772.42
230725,CE,641569.48,304083.11,438383.52,698954.42,431119.98,413045.34,438000.52,766552.69,880895.18
230730,CE,8197266.89,7253310.67,9681263.91,7477397.93,11722378.91,11833638.99,12939176.94,14507549.48,15981447.32
230740,CE,46927.22,32495.92,55828.10,114527.83,187764.40,125110.09,144713.80,270005.83,421456.88
230750,CE,4778.44,10250.89,60961.79,70838.13,54190.44,18276.28,24340.20,32226.15,36769.47
230760,CE,244426.14,315776.81,120612.93,254260.60,412574.58,276256.06,269056.64,712529.64,1200075.84
