codibge,UF,iptu_2011,iptu_2012,iptu_2013,iptu_2014,iptu_2015,iptu_2016,iptu_2017,iptu_2018,iptu_2019
110001,RO,422378.44,364192.89,548758.45,422104.18,589658.81,637899.18,734181.41,730925.39,929970.12
110002,RO,5227272.16,6246976.88,6259184.97,5375898.40,6060719.22,6374345.87,7984211.70,8718272.14,10073789.67
110003,RO,135364.07,230093.05,230302.84,133867.85,96577.04,134929.52,169137.97,149202.20,198389.71
110004,RO,6987564.73,8839251.94,8833086.39,9723925.30,8996777.45,10119653.17,11250846.38,10618477.54,12462886.91
110005,RO,1271153.19,1219443.45,1322234.55,1652229.38,1574528.96,1499739.77,1525462.10,1649147.56,1817604.78
110006,RO,806734.69,785549.48,741904.71,642146.06,540236.59,518302.68,863715.24,703563.41,1108667.32
110007,RO,104476.93,74335.69,109414.67,89331.74,224415.40,271612.04,293678.78,335217.59,409831.56
110008,RO,213502.44,237985.86,244977.97,429601.78,166261.59,125397.15,233788.37,205385.17,318692.00
110009,RO,1231501.77,1165216.85,1067103.59,1525014.64,1599047.63,1970124.60,1763709.45,1746346.55,2146464.46
110010,RO,1694069.04,1393566.64,1487877.56,1209035.70,894741.75,1021970.18,1005304.09,1368384.10,1355907.75
110011,RO,1563103.60,1528383.35,1872413.49,1705262.74,1534962.13,1825447.14,4803078.23,6498221.57,6805392.37
110012,RO,7038750.47,7316518.97,8250021.30,8642630.36,7189202.19,6533921.81,6098175.35,6640281.62,7224106.92
110013,RO,836140.13,776571.19,905136.36,776476.54,789249.08,662123.48,918621.25,1289445.20,1425131.61
110014,RO,488508.24,621585.50,619765.71,716469.77,799674.74,679568.14,910751.28,935601.39,991550.16
110015,RO,1237023.23,1745314.98,2392428.20,2075447.04,1815315.97,1700934.74,2147006.72,2086600.16,2316109.99
110018,RO,2438089.73,2751286.37,2918738.23,3095286.12,2497165.93,2865710.68,3233750.82,3211026.85,3449502.92
110020,RO,19079934.55,17962282.05,20800605.56,25901491.42,28573993.09,22083475.41,25493300.73,33644487.93,31939077.21
110025,RO,731355.06,743525.94,782127.15,901553.78,1067446.50,738875.23,672523.34,833647.68,884861.48
110026,RO,19610.87,46634.97,73043.22,114299.22,100808.63,82229.20,127536.79,107325.81,116459.37
110028,RO,3810350.09,4770186.13,4722967.37,4805534.59,5108568.73,5756280.71,6719760.36,8126033.04,8706076.69
110029,RO,100056.30,104273.93,85432.97,83869.40,181485.43,160679.89,153478.39,212997.55,183060.11
110030,RO,6056394.77,5399088.87,7346666.50,7987564.25,7380817.90,7843720.68,8815545.79,9596720.90,10837185.87
110032,RO,438878.02,417093.00,393052.85,395728.25,2897941.78,517853.38,569901.08,587929.93,662109.69
110033,RO,272011.82,256406.03,446805.15,506834.93,398471.27,371422.68,481497.66,522097.83,873383.60
110034,RO,171135.08,217849.51,154942.76,218350.59,153599.30,87980.32,152567.28,182939.59,205197.75
110037,RO,115956.83,123825.63,176834.21,254627.30,322836.43,363467.50,323047.30,455876.94,429946.92
110040,RO,335356.85,291985.25,325836.61,309996.89,365701.98,427569.66,509958.92,501467.07,558431.18
110045,RO,1714811.67,1161044.32,1203889.47,1073965.11,903809.32,1616365.50,2291367.99,2260717.94,2326143.86
110050,RO,109760.26,60285.54,75184.48,67803.45,139412.81,123504.59,222641.61,154358.96,180891.06
110060,RO,129753.72,187514.39,256811.46,148589.92,135052.04,117684.15,190655.62,246313.72,299186.40
110070,RO,79004.31,58605.72,118159.22,149043.72,178587.86,190560.62,216172.09,212869.03,244039.00
110080,RO,376424.07,277326.94,304727.75,200436.97,191282.82,166388.80,358038.91,459856.19,375671.04
110090,RO,23272.47,15745.79,19060.93,28292.84,16143.24,12744.81,14839.16,16601.43,21412.28
110092,RO,117776.90,171044.55,133790.14,175032.42,107252.86,132162.24,148921.03,223468.93,395988.89
110094,RO,451647.17,550314.29,437896.10,480766.74,612053.96,371612.46,351745.57,493071.36,390833.12
110100,RO,151848.16,159246.91,200077.98,242528.87,327942.78,242695.68,261738.76,180752.03,330114.76
110110,RO,301812.61,301119.45,276109.45,321786.41,260815.15,210167.53,320566.38,374181.76,295569.35
110120,RO,130218.28,108660.82,135536.47,151818.56,162821.95,279850.05,222057.14,245452.76,237321.72
110130,RO,434842.30,225177.01,134341.88,172397.12,213955.33,283668.94,384217.67,518513.41,524877.76
110140,RO,203416.80,316782.97,571708.64,507529.14,328564.79,264019.04,285999.84,273749.00,337854.61
110143,RO,132388.21,90807.64,108699.55,116657.96,139876.33,169222.78,224420.35,349853.20,347275.05
110145,RO,31155.02,32240.98,22811.50,22343.83,13331.79,39438.28,23287.53,27810.12,80867.37
110146,RO,45542.74,76424.93,160408.67,56007.27,44745.36,124819.08,127093.38,162985.72,167024.92
110147,RO,52610.63,99839.15,109451.18,118801.83,75840.26,69594.61,96062.99,116387.16,170825.73
110148,RO,76398.07,39596.57,40355.98,89204.94,114698.28,142812.53,160719.01,142470.00,142917.80
110149,RO,521437.62,772236.47,923259.57,704660.06,920627.56,1010765.49,779659.75,1000684.37,906601.37
110150,RO,168841.35,133533.46,161425.14,197256.41,172613.15,217274.72,205058.75,202470.19,209921.45
110155,RO,159610.10,94602.22,75628.46,80203.90,77011.38,63909.53,105186.22,150739.80,201034.78
110160,RO,126198.21,73896.25,193160.25,181178.68,189182.90,179050.16,178095.59,174706.12,203148.16
110170,RO,202174.48,177925.91,214165.74,299504.36,328260.53,482617.31,533101.78,618613.49,639420.54
110175,RO,217445.28,196831.55,68673.88,82449.78,48053.88,139759.66,300927.74,276882.40,258056.50
110180,RO,232590.75,201778.91,168795.97,230340.37,213381.95,154800.50,247597.77,198669.58,244936.29
120001,AC,90730.00,135520.00,128416.35,118520.22,82490.18,97746.44,84114.09,71990.24,38547.06
120005,AC,19932.04,22857.08,12194.08,20007.27,156313.84,96717.78,97617.98,80206.00,62548.04
120010,AC,155413.64,138176.73,117789.52,172407.13,63616.48,71917.34,158351.94,82004.45,50496.46
120013,AC,14723.06,12645.75,53123.23,77767.72,3685.24,9128.26,1142.66,3683.25,33354.86
120017,AC,5642.48,26512.87,35698.41,111311.03,55019.67,49827.37,42949.03,43195.52,57040.74
120020,AC,1547483.76,2866124.97,4243767.04,3384897.33,3660047.84,5455360.09,2484160.93,3095298.73,2151342.73
120025,AC,267922.49,426434.28,420964.11,400068.79,12027.67,1.14,135318.35,822687.10,642160.13
120030,AC,82132.58,121365.62,135587.61,83350.00,2372.73,123120.98,267150.53,171337.16,136804.47
120032,AC,2175.14,342.05,6476.35,26396.89,18043.21,5744.46,47278.09,30912.39,31234.93
120033,AC,29448.65,21547.70,14600.56,4113.20,1470.56,1922.56,35774.83,9317.44,21748.66
120034,AC,29827.20,42385.22,61971.94,39823.71,43461.16,51676.74,103934.69,163845.68,129752.37
120035,AC,35166.42,39393.64,56462.92,28232.79,18692.35,12489.32,24357.39,10755.25,144.18
120038,AC,67329.47,59597.09,51432.93,62437.65,82948.85,88526.96,11885.34,58196.03,82622.84
120039,AC,7682.76,13060.20,6947.05,9902.69,7820.24,1.14,21746.02,29880.75,27134.99
120040,AC,19507603.66,19586906.97,24666380.51,25341353.83,23143834.71,25262674.13,26438298.39,28145845.52,33689507.42
120042,AC,13914.32,6691.09,52016.21,27456.20,9468.26,15844.63,130061.50,70697.31,35232.14
120043,AC,1.61,1.54,1.44,1.35,11235.69,48011.19,25.46,1.06,17018.10
120045,AC,151640.08,492745.00,211989.30,59152.03,133516.65,143966.30,226200.42,249133.63,344973.07
120050,AC,593705.97,641095.79,379544.59,748632.64,494660.53,516924.30,590175.72,551237.30,539166.86
120060,AC,28567.80,23209.58,180410.44,422138.81,230503.70,87720.43,16362.52,182809.90,262864.85
120070,AC,235.43,230.36,90715.15,101417.98,115810.90,51708.79,9053.62,21686.29,45405.91
120080,AC,1611.22,3505.34,132.13,1513.74,22066.26,11630.09,68848.37,52995.47,10254.12
130002,AM,890.85,631.68,7890.98,2297.05,6413.38,7944.64,13227.23,11286.23,1787.86
130006,AM,13270.31,12068.74,12442.27,6136.14,0.01,0.01,77.75,848.22,102.57
130008,AM,75.51,0.02,0.01,0.01,0.01,0.01,3039.50,602.02,94.37
130010,AM,399.76,68.73,12.02,904.28,40.95,4480.55,10383.24,39016.98,9197.76
130014,AM,56.34,1718.14,0.01,0.01,0.01,0.01,713.44,838.67,9763.31
130020,AM,2475.23,1872.54,767.18,765.68,661.37,607.63,653.67,1113.28,893.17
130030,AM,17776.90,130969.52,7393.83,10809.64,49.63,23157.27,14297.99,1620.83,2197.03
130040,AM,16181.22,23757.10,14688.75,34518.51,33354.31,119831.35,6456.73,12532.58,26606.97
130050,AM,19704.16,971.86,1797.09,3896.23,2811.32,2723.35,2499.44,25885.44,21563.32
130060,AM,600.98,2390.74,0.01,0.01,16534.19,11193.77,765.92,61493.02,64250.49
130063,AM,5378.06,9299.75,14393.53,13512.05,7322.67,8757.25,15.50,1678.51,2555.15
130068,AM,5026.43,6260.62,7295.75,7391.77,6866.97,5677.47,18807.27,1890.53,7238.35
130070,AM,1265.84,11021.10,3837.72,5000.62,3160.19,1801.04,46065.33,40649.97,55619.28
130080,AM,10280.71,11743.52,13205.37,34412.58,21395.05,8993.43,21327.80,14488.52,13904.16
130083,AM,209.58,4106.80,8235.52,5827.61,8057.68,2284.59,4693.21,2495.88,5315.14
130090,AM,1211.85,1397.90,3841.24,16383.74,1936.27,1446.62,895.42,6744.42,582.62
130100,AM,9007.87,12060.27,22297.63,16027.08,19013.55,50955.90,18868.14,26036.34,11894.93
130110,AM,11396.65,11812.71,20757.38,47463.28,26844.38,22547.97,16819.18,6125.61,16192.75
130115,AM,2627.90,12.29,0.01,1678.87,1505.14,1104.39,1076.38,2003.91,382.08
130120,AM,340911.56,245869.48,77328.93,467146.43,24922.93,173917.19,381490.62,357568.17,672898.72
130130,AM,9878.09,7855.62,0.01,10471.41,22699.78,9547.65,3452.34,4351.93,19405.25
130140,AM,7058.26,660.32,7103.21,3977.02,1827.52,2680.63,2882.66,51372.76,36433.07
130150,AM,3428.56,157.84,998.77,0.01,0.01,0.01,0.01,1.06,0.57
130160,AM,2352.38,2213.00,7810.39,118913.29,3767.57,5922.22,1781.46,14104.98,5286.58
130165,AM,5031.40,422.26,7936.66,28992.60,37988.45,73057.91,28618.83,27698.20,15143.56
130170,AM,235264.83,183628.70,157028.47,203864.10,371601.34,198850.19,137245.09,101622.02,50930.56
130180,AM,11374.68,4133.99,2486.76,2702.41,5102.49,3565.36,14508.81,17584.67,15950.50
130185,AM,178725.69,428072.08,536050.93,459087.68,134874.90,60966.87,496055.37,1056571.16,1539763.72
130190,AM,395239.77,396305.07,802026.23,340130.47,360639.61,215117.64,246332.01,361206.01,375195.79
130195,AM,5401.31,1273.34,0.01,1.35,1186.52,3390.29,1620.92,28612.31,13868.44
130200,AM,27251.02,11237.28,110338.29,8796.44,8341.90,11012.28,395.04,444.32,2366.74
130210,AM,1654.72,1193.42,0.01,559.16,1576.67,1601.51,833.44,3416.14,1817.65
130220,AM,18649.52,11305.50,15864.92,34074.43,87185.59,17701.44,10605.32,1683.60,11898.57
130230,AM,10221.79,10470.26,9772.24,6756.03,16963.74,12340.21,0.01,1.06,2776.85
130240,AM,117406.58,13764.23,106549.23,99131.45,51230.58,68087.12,178279.28,83543.94,2666.92
130250,AM,409822.74,623889.49,205585.12,338475.17,221709.34,416830.30,276806.35,380321.25,62548.10
130255,AM,60627.08,42748.61,21462.78,36585.63,52916.25,28727.34,12379.06,15619.29,43181.21
130260,AM,121320395.32,160296636.17,198558757.64,245991772.14,277229014.89,255529497.36,319362961.92,280681223.79,303592545.73
130270,AM,72909.01,1061.36,113.71,11853.14,14422.13,1598.35,11985.86,66335.90,126852.35
130280,AM,323.75,476.30,1011.87,42561.12,6430.35,7481.04,932.83,1729.11,1672.79
130290,AM,310858.29,951569.28,210549.04,251260.76,206324.37,230837.31,234899.40,270696.73,220098.08
130300,AM,35707.86,6509.97,6923.03,75831.47,12175.09,36.47,13832.34,4796.35,3648.86
130310,AM,13123.73,30759.05,1792.38,16368.58,0.01,0.01,9847.31,24590.21,27594.89
130320,AM,5839.57,12337.00,14393.53,15023.97,12408.40,13792.28,0.01,6911.78,7995.11
130330,AM,2655.13,10819.81,13431.87,9646.27,10319.93,36006.87,7619.21,3047.74,134399.54
130340,AM,569002.96,625321.79,790946.45,731385.03,558719.15,511821.45,623694.40,816707.46,1027995.81
130350,AM,1808.94,7529.53,12558.61,2768.35,3718.95,560.36,1669.88,6925.87,3588.46
130353,AM,310968.90,386488.01,618438.41,703077.91,497715.64,835148.46,331005.67,517911.76,409117.56
130356,AM,7055.15,4006.41,2549.67,2003.90,16238.08,24119.68,41396.07,150783.50,86462.58
130360,AM,19632.29,13974.94,4416.81,7083.34,5611.03,1140.01,199.23,291.66,740.51
130370,AM,35358.10,35441.51,0.01,351.31,661.22,605.56,1428.55,1060.27,10257.39
130380,AM,31132.42,81771.91,137143.12,154873.26,207557.60,135332.76,191436.64,477121.22,626420.71
130390,AM,48033.93,22916.09,24502.76,25608.38,44543.55,30631.09,25836.14,22544.30,37354.76
130395,AM,10105.81,5936.91,2912.26,36211.36,13317.79,7664.71,11068.30,11815.87,10157.32
130400,AM,19108.61,20990.44,13423.65,17685.58,27716.15,17000.73,11651.84,15259.36,28253.09
130406,AM,198389.38,369428.09,221498.50,242427.16,161271.26,151280.54,50893.59,285384.22,323754.27
130410,AM,47498.97,38562.02,29319.62,92811.95,89142.17,35732.94,57158.38,28403.32,75343.23
130420,AM,39859.46,7525.05,248583.29,130323.26,135333.52,99226.14,285512.40,266132.78,265043.01
130423,AM,5639.26,5375.04,2159.03,5500.59,0.01,12067.29,27099.62,8048.61,13128.13
130426,AM,2089.49,1552.92,189.27,2196.05,2804.43,4514.25,4033.70,2231.12,6674.49
130430,AM,56468.65,47010.12,44775.39,37732.86,23092.87,16952.24,28371.34,39342.60,137986.65
130440,AM,22412.17,8928.69,11438.53,16974.00,2489.43,1989.15,8561.58,27346.15,17298.89
140002,RR,80.56,4060.76,8072.08,16034.42,9056.98,5732.92,1106.83,1060.27,2228.82
140005,RR,6374.10,848.74,1344.72,47.39,1013.96,1140.01,1106.83,1952.72,4787.80
140010,RR,23447583.69,27389770.75,29971242.00,32620669.04,29058082.21,27215199.11,33831115.16,29279354.98,35289800.68
140015,RR,188.06,15433.16,2797.41,3628.57,36267.94,87690.89,36407.21,931.28,28694.50
140017,RR,9287.68,5584.32,2483.17,224.14,1053.05,1140.01,1106.83,1049.66,1108.62
140020,RR,16940.43,40725.92,195330.11,131967.86,84149.30,72212.66,133484.69,172999.56,147276.22
140023,RR,178.95,1595.69,1994.68,3486.80,2083.89,2471.98,2471.98,126002.36,479.19
140028,RR,7086.13,4932.58,2772.79,0.80,1116.76,1140.01,1106.83,1060.27,1087.08
140030,RR,38508.63,60907.18,125589.29,56688.81,11527.88,49548.08,3524.29,15156.79,16398.37
140040,RR,1658.61,1447.03,1439.35,1221.73,1177.78,1140.01,1106.83,929.69,1021.51
140045,RR,3038.80,30132.51,175117.94,210096.20,28100.37,153820.42,1155565.89,145673.73,221128.89
140047,RR,30641.15,256.53,16.68,268932.44,388531.33,584734.83,508404.74,727307.12,1252932.71
140050,RR,2122.46,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10
140060,RR,508.52,1629.28,1439.35,3.51,7471.16,570.01,1106.83,1060.27,3384.20
140070,RR,6825.12,3272.12,14.39,1581.77,714.63,12.58,12.58,1060.27,618.15
150010,PA,220805.09,184841.32,511642.72,392824.85,524582.31,357865.44,506612.77,602253.65,728480.90
150013,PA,15198.22,8443.15,17847.76,289467.46,42218.42,49480.69,50812.76,40174.31,18399.91
150020,PA,41227.96,83143.97,36996.79,52303.93,55647.62,34724.63,65795.24,65363.70,59999.01
150030,PA,14870.03,12161.61,19080.67,9534.71,14204.16,7099.47,8588.71,7244.72,9173.54
150034,PA,39587.87,61733.82,30501.50,108178.99,48807.52,34452.28,18953.30,63930.78,316043.29
150040,PA,85104.04,157307.09,135068.58,305057.99,122446.27,118782.37,105842.63,172182.34,196943.05
150050,PA,1787.96,12304.06,3927.22,2240.12,3058.10,182.57,1.11,1208.43,357.63
150060,PA,1876135.56,2237676.90,1907260.46,3102193.84,3828461.51,3294740.41,3530640.20,3586555.26,2820170.19
150070,PA,10408.82,24347.90,36770.07,53117.28,48817.51,33769.95,37677.58,54394.59,34296.99
150080,PA,12186525.68,13915161.91,13968702.72,18544644.66,15545541.16,16144233.60,17594238.62,18938750.99,19697967.21
150085,PA,11549.21,7447.75,418568.83,86948.49,67960.92,60563.29,271320.11,182617.27,191338.41
150090,PA,23460.30,17287.65,604906.77,89654.65,21418.14,20112.62,8969.22,35869.21,36688.73
150095,PA,3479.59,5818.47,41528.15,500977.04,40089.60,236567.95,26525.32,76584.13,44178.82
150100,PA,1414.42,664.29,699.41,67.21,125.92,442.15,918.08,1299.89,512.87
150110,PA,13019.57,36182.20,22865.92,23702.39,16459.64,1545.86,11847.85,3370.70,6260.56
150120,PA,27028.53,18178.50,7458.88,11777.97,9861.41,3890.78,24831.50,8088.72,8982.85
150125,PA,31.15,16.89,143.94,67.56,62.04,20.52,46.09,10.60,60149.18
150130,PA,8299794.48,2334531.36,7121608.30,17968554.53,8152834.39,17280893.75,30665035.79,15029366.55,22874830.59
150140,PA,150317550.40,160158853.74,165856812.60,170708715.11,168704769.90,145673123.74,180497133.46,181545095.59,218592535.81
150145,PA,32224.35,78260.37,0.01,0.01,0.01,1543.35,2519.00,3137.15,15274.23
150150,PA,985756.23,220514.73,1843600.84,2561663.76,1394972.21,567053.88,3730684.78,2542279.73,1331995.46
150157,PA,7263.94,39165.47,14283.86,189450.52,301055.36,260435.89,197972.09,95035.95,30078.63
150160,PA,1450.10,1267.25,62098.73,21887.22,17330.94,5056.98,0.60,318.08,1999.46
150170,PA,1078542.77,1074843.08,921526.83,1158782.81,691600.91,605834.99,1369822.20,1150000.46,1102582.90
150172,PA,172090.89,180040.45,221763.07,179001.46,172339.00,146870.82,115132.96,153259.50,167509.17
150175,PA,727.30,76764.97,3795.39,4324.68,8740.55,7922.18,8249.36,6537.90,7583.03
150178,PA,249113.03,220814.14,204268.80,226359.15,197245.07,182124.00,193479.90,169590.38,199745.64
150180,PA,542020.47,536820.71,523128.54,640662.67,513641.04,433616.70,431936.89,539806.06,400673.54
150190,PA,25544.24,11107.96,20278.54,12276.04,1539.50,8709.31,10903.62,10706.89,9810.06
150195,PA,13351.50,6467.52,1.44,573.62,1.24,1.14,0.01,0.01,10459.23
150200,PA,16889.56,14967.28,15010.33,7784.88,7459.18,2850.03,1106.83,9541.10,22060.92
150210,PA,101437.34,136948.25,222256.11,137338.47,177353.66,141135.08,302552.26,293042.60,222293.52
150215,PA,370905.14,461468.35,733681.21,1042479.55,1719099.29,1919431.32,1378571.56,1840267.94,2397164.18
150220,PA,572080.54,487051.39,634335.40,565206.84,505624.46,296011.60,480854.06,748288.19,794863.23
150230,PA,240748.64,829419.03,408992.27,888629.15,495129.12,265375.21,156982.59,206700.46,94110.51
150240,PA,2622844.88,1750209.86,3217019.40,1773937.17,9516254.82,4108308.37,4122188.33,3910832.11,4774053.34
150250,PA,4426.69,2238.74,1286.34,2737.20,1240.00,1655.92,77.47,2568.63,5827.22
150260,PA,83783.31,89563.38,18249.61,10367.80,2620.50,2850.19,10406.80,9197.11,6551.63
150270,PA,294933.52,572960.24,560791.73,722175.21,615586.97,740774.11,897721.22,1503414.81,1373679.60
150275,PA,67756.49,50575.85,106990.40,147237.40,117122.02,130146.35,190907.30,180001.36,199963.30
150276,PA,43482.10,3895.97,43632.32,58299.15,35533.30,16634.91,18815.10,136989.52,31100.98
150277,PA,8347.35,20392.54,3779.51,13500.18,2547.72,2980.31,41433.80,7211.73,6042.17
150280,PA,272808.08,576230.10,950805.84,691540.08,760676.90,760676.90,760676.90,10636.62,2886.06
150285,PA,505.92,7962.73,398.70,2094.37,13297.57,5312.98,8515.91,7466.97,15653.96
150290,PA,3570.46,184.29,765948.85,27044.94,1926.37,3561.17,5954.72,14340.14,14687.86
150293,PA,844953.71,748148.88,763305.21,636508.13,579855.88,768272.77,553980.99,599772.69,888571.51
150295,PA,581.34,201.36,5206.40,1675.91,20966.10,14471.08,88015.10,55110.64,858.81
150300,PA,8446.03,9132.43,7427.59,10191.75,14570.73,14726.75,13422.71,24661.24,12775.87
150304,PA,204231.87,217452.78,120132.99,280244.09,131573.84,209957.46,136354.47,65440.30,72468.13
150307,PA,11940.67,8174.06,13074.13,11214.26,19357.27,5166.23,25845.26,11439.93,3830.48
150309,PA,805.61,767.86,31.02,58.24,651.44,311.16,110.30,9883.98,27980.41
150310,PA,23826.38,27304.25,27586.50,29495.91,31172.73,48380.58,110.68,267529.23,151240.70
150320,PA,73440.50,96729.11,84970.12,137151.95,120858.68,44314.41,153928.68,79242.05,97275.91
150330,PA,117271.08,170617.15,185809.40,48924.81,162206.16,99344.97,229422.30,58712.30,62392.92
150340,PA,4894.17,3640.06,1988.01,1910.92,0.01,600.58,545.98,7717.19,5128.69
150345,PA,34869.78,32023.04,47753.85,42134.87,42811.77,33621.39,32436.77,8425.79,47640.96
150350,PA,1362.79,1956.65,2759.11,898.55,2432.45,4551.71,3379.98,583.15,1981.40
150360,PA,6482324.63,7578467.80,2131534.40,6511323.20,2640624.88,1706164.63,2556364.76,4122297.41,6232722.91
150370,PA,142419.01,128086.57,47221.31,127588.42,162403.18,129347.93,121998.99,36713.69,4533.94
150375,PA,15248.52,92005.48,38233.23,55363.83,71204.26,81049.61,58172.70,148855.71,129284.08
150380,PA,285877.78,273258.74,91276.23,185837.45,318611.01,52121.94,25536.26,164.42,35087.68
150390,PA,3349216.46,3026628.31,3880976.85,2668301.20,2580249.01,2216434.20,2559094.14,3721408.88,433367.40
150400,PA,2795.16,12064.92,1640.86,4931.90,161.17,1738.64,6328.83,17135.63,2233.08
150405,PA,177486.40,323208.20,12484.77,118514.21,115336.72,193112.38,112332.63,76467.89,61570.09
150410,PA,36094.43,47145.27,78012.92,27121.27,25842.62,11400.12,0.01,3771.54,0.01
150420,PA,5662763.12,6177416.16,7174362.39,7865710.73,7169931.01,5235962.92,8530172.19,10836989.54,10315118.89
150430,PA,1841.25,3331.20,6520.67,5560.20,2665.89,3074.28,1378.12,5196.04,44699.32
150440,PA,27328.75,30293.19,7062.75,42174.80,40254.65,66851.49,21393.31,47311.97,2029.31
150442,PA,2060652.64,1472324.66,2048155.64,3260641.44,2512905.74,2209283.61,2539707.75,4427411.28,3364301.38
150445,PA,127484.40,108191.53,90831.65,111656.55,159822.87,79421.65,165047.28,188888.55,139239.16
150450,PA,7877.46,6133.88,6212.30,18674.33,21500.29,4854.32,1581.25,6736.35,10195.91
150460,PA,35098.67,32744.59,20727.28,18972.73,17939.20,16690.71,2462.69,7404.19,5088.04
150470,PA,72518.38,113678.63,90332.64,57420.97,73728.18,59970.10,106615.76,110143.47,154451.99
150475,PA,0.00,0.00,5005.67,1328.23,6857.03,12488.69,12053.68,9764.19,10544.18
150480,PA,249287.76,233436.51,231613.14,587011.52,239540.46,166576.48,294730.41,266266.53,315497.65
150490,PA,266173.41,347495.96,233052.97,184909.37,98618.10,11400.12,14180.29,704.12,13248.24
150495,PA,76005.39,35387.52,10178.43,29800.21,8457.84,2133.86,11074.44,3047.71,13875.02
150497,PA,19676.26,13544.90,44830.10,120243.89,72718.98,65164.44,37377.07,44775.96,40422.17
150500,PA,1957.63,2698.75,20796.79,21324.96,2147.21,1527.62,2026.23,169.64,343.62
150503,PA,935020.45,908641.15,735338.79,1595038.78,2188909.71,1211030.04,1962606.46,1983939.08,1888860.55
150506,PA,95672.59,95603.60,137712.86,160498.31,224843.43,108060.94,209836.76,255679.46,221716.53
150510,PA,220788.30,313063.29,291076.50,698553.20,371008.86,272491.53,326277.56,410784.23,472167.41
150520,PA,685.09,767.86,143.94,114871.42,12237.41,12386.46,2426.22,0.01,3114.35
150530,PA,660467.03,594229.04,693896.97,987776.50,768503.83,664234.54,711215.96,635677.16,855914.52
150540,PA,16712.32,20750.51,21827.99,23189.08,13418.34,9553.22,19000.45,22056.61,24320.89
150543,PA,348257.84,287839.35,1163704.54,496024.56,1182026.56,950569.98,723998.24,852359.31,1449381.58
150548,PA,124092.82,79418.58,489119.82,178455.64,223129.35,189305.65,436655.77,210925.81,340726.45
150549,PA,6208.00,6445.55,1439.35,686.02,3157.73,62404.24,34311.75,3398.77,7449.12
150550,PA,1031846.41,1378153.61,1186158.62,1263297.20,1112100.99,967340.83,428505.39,158726.17,1950201.77
150553,PA,1587288.05,1760982.95,2727493.27,2406920.47,2377554.23,3025310.52,2461328.89,2715122.39,1734060.86
150555,PA,1911.05,1408.52,143.94,3816.53,9519.62,17713.01,7274.73,23567.91,21003.93
150560,PA,9063.27,2916.18,16221.46,9553.01,8274.81,6649.37,7687.23,7443.49,6429.79
150563,PA,7652.11,19010.85,1783.18,517.32,505.46,5247.37,2062.68,582.65,31519.57
150565,PA,4711.10,7598.50,2210.60,26909.61,9761.68,8968.45,22244.41,43931.61,69834.85
150570,PA,79392.80,91255.43,80872.77,77610.70,82056.35,60169.00,283514.77,310602.12,300135.08
150580,PA,242821.02,627179.97,439305.28,606221.08,821854.62,476474.37,224781.96,267611.75,271223.45
150590,PA,5858.39,25594.67,1958.14,140034.29,87228.10,94008.91,94008.91,106.03,1215.35
150600,PA,27461.91,23085.12,2093.21,16783.67,4255.53,17486.26,34216.68,35813.88,18109.54
150610,PA,43275.54,28575.18,37677.89,30909.46,50119.83,62445.78,73262.67,72714.33,95346.16
150611,PA,16480.93,9298.45,7603.94,9203.37,4415.45,1200.72,526.56,1325.34,1256.53
150613,PA,4946838.55,2803297.59,3500922.24,2557505.73,2698566.79,2392076.09,3216472.24,2607502.03,2756751.59
150616,PA,170386.24,153416.37,150543.29,147571.87,135328.55,111414.12,162346.90,227077.61,275536.89
150618,PA,517942.69,631220.48,629117.96,191709.24,559276.73,669362.52,514706.21,850455.70,891063.92
150619,PA,77927.84,164493.38,118924.73,104433.97,78995.88,23701.87,13263.03,1896.79,2879.15
150620,PA,2236983.45,1828185.97,2565433.24,2290447.67,2608008.99,2265839.56,2786358.24,3120237.42,3651745.92
150630,PA,43279.75,54467.94,68158.78,261745.61,56671.25,52131.30,126750.61,44240.48,46187.45
150635,PA,101616.70,61508.97,92243.23,102250.91,158017.08,118536.81,476637.94,109035.42,128508.19
150640,PA,1.61,2917.88,8348.25,10809.64,5827.23,5424.63,1911.96,3286.83,1938.65
150650,PA,269666.31,157411.21,521857.48,515314.53,391817.17,374412.56,542726.09,682221.17,563875.71
150655,PA,21750.62,23084.31,35620.64,13822.78,797.86,19713.59,37176.62,30178.67,23829.42
150658,PA,40685.13,38463.75,45383.74,61921.54,60206.32,40003.34,80390.11,45976.23,85033.77
150660,PA,35788.62,173470.47,230414.79,10705.60,14808.14,43221.79,24814.19,16849.47,15243.19
150670,PA,219483.88,147569.53,208876.59,200842.14,207902.38,820962.55,1204797.50,1949112.99,2089326.76
150680,PA,10126102.40,9812457.62,11469355.02,11510722.89,10972317.98,9702685.70,6706138.00,9064639.04,8847183.86
150690,PA,1651.50,1574.12,22887.28,45831.24,96165.06,45398.83,110.68,18414.05,360.13
150700,PA,24697.71,41050.01,32604.92,63520.41,92192.59,47806.55,19489.81,23447.35,31035.64
150710,PA,31699.36,33667.99,28470.13,29264.70,31500.12,33210.14,31500.12,32519.36,33854.85
150715,PA,69885.16,80458.96,118405.39,95509.37,78627.66,61924.25,97016.26,58367.19,80188.88
150720,PA,123.66,7718.76,10450.52,11515.99,21500.32,17491.10,354.18,7578.55,1448.57
